Symbol,Price,Company name
NSE:TARAPUR,4,Tarapur Transformers Limited
NSE:TCPLTD,NaN,TCP Limited
NSE:TCPLTD-BE,NaN,TCPLTD-BE.NS
NSE:TCIFINANCE-EQ,NaN,TCI FINANCE LTD INR10
NSE:TCIDEVELOP-EQ,NaN,TCI DEVELOPERS LTD INR10
NSE:TEAMLEASE,5009.15,TeamLease Services Limited
NSE:CASTEXTECH-EQ,NaN,CASTEX TECHNOLOGIE INR2
NSE:TIIL,890.65,Technocraft Industries (India) Limited
NSE:VTL-EQ,NaN,VARDHMAN TEXTILES LIMITED
NSE:TFL,6.3,Transwarranty Finance Limited
NSE:TFL-EQ,NaN,TRANSWARRANTY FINA INR10
NSE:THOMASCOOK-EQ,NaN,THOMAS COOK (INDIA) LIMITED
NSE:INDOTHAI,94.75,Indo Thai Securities Limited
NSE:TIMETECHNO,74.9,Time Technoplast Limited
NSE:TIL,182.05,TIL Limited
NSE:TIL-EQ,NaN,TIL LIMITED
NSE:TIMKEN,1830.85,Timken India Limited
NSE:TIIL-EQ,NaN,TECHNOCRAFT INDUSTRIES (INDIA)
NSE:TIPSINDLTD,1428,Tips Industries Limited
NSE:TIMBOR,NaN,Timbor Home Limited
NSE:MANGTIMBER-EQ,NaN,MANGALAM TIMBER INR10
NSE:TIMBOR-BE,NaN,TIMBOR HOME LTD INR10
NSE:TIMKEN-EQ,NaN,TIMKEN INDIA LIMITED
NSE:TIPSINDLTD-EQ,NaN,TIPS INDUSTRIES LIMITED
NSE:TWL,100.55,Titagarh Wagons Limited
NSE:TITAN-IL,NaN,TITAN COMPANY LIMITED
NSE:VSTTILLERS-EQ,NaN,VST TILLERS TRACT INR10
NSE:TODAYS-BE,NaN,TODAY'S WRITING PRODUCTS
NSE:TOKYOPLAST-EQ,NaN,TOKYO PLAST INTL INR10
NSE:TOKYOPLAST,103.05,Tokyo Plast International Limited
NSE:TPLPLASTEH-EQ,NaN,TPL PLASTECH LTD. INR10
NSE:TPLPLASTEH,175.15,TPL PLASTECH LTD. INR10
NSE:TRICOM,NaN,Tricom India Limited
NSE:TRIL,31.4,Transformers & Rectifiers (India) Limited
NSE:TRIVENI,204,Triveni Engineering & Industries Limited
NSE:TRICOM-BE,NaN,TRICOM INDIA LTD INR2
NSE:TRIGYN-EQ,NaN,TRIGYN TECHNOLOGIE INR10
NSE:TTL-EQ,NaN,TT LTD INR10
NSE:TTL,77.9,T.T. Limited
NSE:TULIP-BZ,NaN,TULIP TELECOM LIMITED
NSE:TRITURBINE,167.35,Triveni Turbine Limited
NSE:UBENGG-BZ,NaN,UB ENGINEERING LTD
NSE:UBHOLDINGS-EQ,NaN,UNITED BREWERIES (HOLDINGS) LIM
NSE:UCOBANK,14.55,UCO Bank
NSE:UFLEX-EQ,NaN,UFLEX LIMITED
NSE:UJAAS-EQ,NaN,UJAAS ENERGY LTD INR1
NSE:UJAAS,3.45,Ujaas Energy Ltd.
NSE:CARBORUNIV-EQ,NaN,CARBORUNDUM UNIVERSAL LIMITED
NSE:UNITY,NaN,Unity Infraprojects Limited
NSE:UNIPLY-EQ,NaN,UNIPLY INDUSTRIES INR10
NSE:CARBORUNIV,906,Carborundum Universal Limited
NSE:UNIVCABLES,177,Universal Cables Limited
NSE:MAYURUNIQ,483.9,Mayur Uniquoters Limited
NSE:UNITECH-EQ,NaN,UNITECH LIMITED
NSE:UPL-EQ,NaN,UPL LIMITED INR2
NSE:URRAP19P10-MF,NaN,UTI ASSET MANAGEME FTI XIX X 10
NSE:UTINIFTETF-EQ,NaN,UTI MUTUAL FUND UTI NIFTY ETF
NSE:UTISENSETF-EQ,NaN,UTI MUTUAL FUND UTI- SENSEX ETF
NSE:VTL,2071.45,Vardhman Textiles Limited
NSE:VAKRANGEE-EQ,NaN,VAKRANGEE LTD INR1
NSE:VASCONEQ-EQ,NaN,VASCON ENGINEERS LIMITED
NSE:VAKRANGEE,43.8,Vakrangee Limited
NSE:VASWANI-BE,NaN,VASWANI INDUSTRIES LTD INR10
NSE:VARUN-BZ,NaN,VARUN INDUS. LTD.
NSE:WABAG,345.6,VA Tech Wabag Limited
NSE:VALUEIND,NaN,Value Industries Limited
NSE:VENUSREM,470.1,Venus Remedies Limited
NSE:SPECTACLE-BE,NaN,SPEC VENTURES LTD INR1
NSE:VENKEYS,3139.75,Venky's (India) Limited
NSE:VEDL-EQ,NaN,VEDANTA LIMITED INR1
NSE:VENUSREM-EQ,NaN,VENUS REMEDIES LIMITED
NSE:VEDL,355.2,Vedanta Limited
NSE:MAGNUM-EQ,NaN,MAGNUM VENTURES LT INR10
NSE:VGUARD,263.75,V-Guard Industries Limited
NSE:VISESHINFO,0.25,MPS Infotecnics Limited
NSE:VISHNU-EQ,NaN,VISHNU CHEMICALS L INR10
NSE:VIPUL,NaN,Vipul Limited
NSE:VISESHINFO-EQ,NaN,VISESH INFOTECNICS INR1
NSE:VINDHYATEL,1195.8,Vindhya Telelinks Limited
NSE:VINDHYATEL-EQ,NaN,VINDHYA TELELINKS LIMITED
NSE:VINYLINDIA-EQ,NaN,VINYL CHEMICALS(IN INR1
NSE:VICEROY,4.4,Viceroy Hotels Limited
NSE:VIJAYABANK-EQ,NaN,VIJAYA BANK INR10
NSE:VISHNU,736.4,Vishnu Chemicals Limited
NSE:VIPULLTD,30.1,VIPUL LTD INR1
NSE:VIJAYABANK,NaN,Vijaya Bank
NSE:VISUINTL-BE,NaN,VISU INTERNATIONAL INR10
NSE:VKSPL-EQ,NaN,VKS PROJECTS LTD INR1
NSE:VLSFINANCE-EQ,NaN,VLS FIN LTD INDIA INR10
NSE:VMART-IL,NaN,V-MART RETAIL LIMITED
NSE:VMART-EQ,NaN,V-MART RETAIL LTD INR10
NSE:VOLTAMP-EQ,NaN,VOLTAMP TRANSFORMERS LIMITED
NSE:VTMLTD,NaN,VTM Limted
NSE:WABCOINDIA-EQ,NaN,WABCO INDIA LIMITED
NSE:WALCHANNAG-EQ,NaN,WALCHANDNAGAR INDUSTRIES LIMITE
NSE:WANBURY-BE,NaN,WANBURY LTD INR10
NSE:WALCHANNAG,55,Walchandnagar Industries Limited
NSE:WELPROJ,NaN,WELSPUN ENTERPRISE INR10
NSE:WELCORP,149.2,Welspun Corp Limited
NSE:WEALTH-SM,NaN,WEALTH FIRST PORTF INR10
NSE:WEIZMANIND,58.15,Weizmann Limited
NSE:WELENT-EQ,NaN,WELSPUN ENTERPRISE INR10
NSE:WHEELS,792,Wheels India Limited
NSE:INOXWIND-EQ,NaN,INOX INDIA LIMITED INR10
NSE:PRECWIRE,258.25,Precision Wires India Ltd.
NSE:INOXWIND,129.35,Inox Wind Limited
NSE:WINDMACHIN,32.95,Windsor Machines Limited
NSE:KRISHNAENG-EQ,NaN,KRISHNA ENGINEERING WORKS LTD.
NSE:WONDERLA-EQ,NaN,WONDERLA HOLIDAYS INR10
NSE:WSI,7.55,WS Industries (India)
NSE:ADANITRANS-EQ,NaN,ADANI TRANSMISS.IN INR1
NSE:ADI,NaN,ADI FINECHEM LTD INR10
NSE:AUSTRAL,NaN,Greenearth Resources & Projects Limited
NSE:AUSOMENT,66.6,Ausom Enterprise Limited
NSE:AUTOIND,61.95,Autoline Industries Limited
NSE:HONAUT,44499.6,Honeywell Automation India Limited
NSE:AUTOLITIND-EQ,NaN,AUTOLITE (INDIA) LIMITED
NSE:BAJAJFINSV,18789.95,Bajaj Finserv Limited
NSE:BALAJITELE,66.45,Balaji Telefilms Limited
NSE:BALKRISIND-EQ,NaN,BALKRISHNA INDUSTRIES LIMITED
NSE:BALRAMCHIN,377.85,Balrampur Chini Mills Limited
NSE:BALKRISIND-BE,NaN,BALKRISHNA INDUSTRIES LTD
NSE:BALKRISIND,2599,Balkrishna Industries Limited
NSE:CORPBANK,NaN,Corporation Bank
NSE:INDBANK,25.4,Indbank Merchant Banking Services Limited
NSE:INDUSINDBK-IL,NaN,INDUSIND BANK INR10
NSE:BARTRONICS,4.15,Bartronics India Limited
NSE:BARTRONICS-EQ,NaN,BARTRONICS INDIA L INR10
NSE:BATAINDIA,2169,Bata India Limited
NSE:BEARDSELL-BT,NaN,BEARDSELL LTD INR10
NSE:BEARDSELL,14.6,Beardsell Limited
NSE:BANARBEADS-EQ,NaN,BANARAS BEADS LTD INR10
NSE:MENONBE-EQ,NaN,MENON BEARINGS LTD INR1
NSE:BRANDHOUSE-BZ,NaN,BRANDHOUSE RETAILS LTD
NSE:BRANDHOUSE-EQ,NaN,BRANDHOUSE RETAILS INR10
NSE:BRANDHOUSE,NaN,BRANDHOUSE RETAILS INR10
NSE:BRIGADE,459.05,Brigade Enterprises Limited
NSE:BRITANNIA,3905.8,Britannia Industries Limited
NSE:BROADCAST-EQ,NaN,BROADCAST INITIATI INR10
NSE:CORDSCABLE-EQ,NaN,CORDS CABLE INDUST INR10
NSE:FINCABLES,492.4,Finolex Cables Limited
NSE:CORDSCABLE,58.1,Cords Cable Industries Limited
NSE:PRECAM,107.6,Precision Camshafts Limited
NSE:CANTABIL,600,Cantabil Retail India Limited
NSE:CANTABIL-EQ,NaN,CANTABIL RETAIL INDIA LIMITED
NSE:CANFINHOME,709,Can Fin Homes Limited
NSE:CANDC-EQ,NaN,C & C CONSTRUCTIONS LIMITED
NSE:CAPF,NaN,Capital First Limited
NSE:RELCAPITAL,22.1,Reliance Capital Limited
NSE:CASTEXTECH-BE,NaN,CASTEX TECHNOLOGIES LTD.
NSE:CASTROLIND-EQ,NaN,CASTROL INDIA INR5
NSE:MANGCHEFER,75.05,Mangalore Chemicals & Fertilizers Limited
NSE:CHROMATIC-EQ,NaN,CHROMATIC INDIA LIMITED
NSE:COALINDIA,185.7,Coal India Limited
NSE:MANAKCOAT,18.9,MANAKSIA COATED ME INR1
NSE:SAMTEL,NaN,Samtel Color Limited
NSE:SAMTEL-EQ,NaN,SAMTEL COLOUR INR10
NSE:COLPAL,1690.35,Colgate-Palmolive (India) Limited
NSE:MITCON-SM,NaN,MITCON CONSU & ENG INR10
NSE:THOMASCOOK,82,Thomas Cook (India) Limited
NSE:COSMOFILMS,1661,Cosmo Films Limited
NSE:SALONACOT,NaN,Salona Cotspin Limited
NSE:SALONACOT-EQ,NaN,SALONA COTSPIN INR10
NSE:DELTAMAGNT,68.95,Delta Magnets Limited
NSE:DELTACORP-EQ,NaN,DELTA CORP LIMITED
NSE:DENABANK,NaN,Dena Bank
NSE:DENABANK-EQ,NaN,DENA BANK
NSE:MASTEK-BE,NaN,MASTEK - DEPO SETT
NSE:ENERGYDEV-BE,NaN,ENERGY DEV CO LTD INR10(DEMAT)
NSE:MAHLIFE-EQ,NaN,MAHINDRA LIFESPACE DEVELOPERS L
NSE:INDOWIND,8.55,Indowind Energy Limited
NSE:INDOWIND-BE,NaN,INDOWIND ENERGY INR10
NSE:ENGINERSIN,79.2,Engineers India Limited
NSE:TECHNOFAB,6.15,Technofab Engineering Limited
NSE:TECHNOFAB-EQ,NaN,TECHNOFAB ENGINEERING LIMITED
NSE:A2ZINFRA-EQ,NaN,A2Z INFRA ENGINEER INR10
NSE:THEJO-SM,NaN,THEJO ENGINEERING INR10
NSE:ENTEGRA-EQ,NaN,ENTEGRA INFRASTRUC INR10
NSE:ENTEGRA-BE,NaN,ENTEGRA INFRASTRUC INR10
NSE:FIEMIND,1278.85,Fiem Industries Limited
NSE:INDUSFILA-BZ,NaN,INDUS FILA LIMITED
NSE:FINPIPE,230.7,Finolex Industries Limited
NSE:MAGMA-EQ,NaN,MAGMA FINCORP LIMITED
NSE:MICROSEC,NaN,Sastasundar Ventures Limited
NSE:L&TFH,95.3,L&T Finance Holdings Limited
NSE:REPCOHOME-EQ,NaN,REPCO HOME FINANCE INR10
NSE:GRUH,NaN,GRUH Finance Limited
NSE:REPCOHOME,324.55,Repco Home Finance Limited
NSE:MANAPPURAM-EQ,NaN,MANAPPURAM FINANCE LIMITED
NSE:MICROSEC-EQ,NaN,MICROSEC FINANCIAL SERVICES LIM
NSE:MANAPPURAM,200.65,Manappuram Finance Limited
NSE:LICHSGFIN-EQ,NaN,LIC HOUSING FINANCE LIMITED
NSE:GRASIM-EQ,NaN,GRASIM INDUSTRIES LIMITED
NSE:GRASIM,1782.5,Grasim Industries Limited
NSE:GRAPHITE,601.4,Graphite India Limited
NSE:GREENLAM,1406.4,GREENLAM INDUSTRIE INR5
NSE:GREENLAM-BE,NaN,Greenlam Industries Ltd.
NSE:GREENPLY,205,Greenply Industries Limited
NSE:GREENLAM-EQ,NaN,GREENLAM INDUSTRIE INR5
NSE:GRPLTD,961.5,GRP Limited
NSE:INDHOTEL,231,The Indian Hotels Company Limited
NSE:HOVS,57.7,HOV Services Limited
NSE:INNOIND-BZ,NaN,INNOVENTIVE IND LTD
NSE:INNOIND,NaN,Innoventive Industries Limited
NSE:REMSONSIND,237.8,Remsons Industries Limited
NSE:3MINDIA,25973,3M India Limited
NSE:INSECTICID,709.15,Insecticides (India) Limited
NSE:LINDEINDIA,2600,Linde India Limited
NSE:SAMINDUS,NaN,Sam Industries Ltd
NSE:REPRO-EQ,NaN,REPRO INDIA LIMITED
NSE:RESPONIND,125.55,Responsive Industries Limited
NSE:INDOSOLAR,3.05,Indosolar Limited
NSE:INDSWFTLTD-EQ,NaN,IND SWIFT LTD INR2
NSE:INFY,1768,Infosys Limited
NSE:MERCATOR-EQ,NaN,MERCATOR LIMITED
NSE:PRECOT-EQ,NaN,PRECOT MERIDIAN LIMITED
NSE:REGENCERAM-BE,NaN,REGENCYCERAMICS-LTD
NSE:V2RETAIL,202.7,V2 Retail Limited
NSE:3IINFOTECH-EQ,NaN,3I INFOTECH LTD INR10
NSE:LICNETFN50,194.95,LIC MUTUAL FUND ETF- NIFTY 50-
NSE:3IINFOTECH-BE,NaN,3I INFOTECH LTD.
NSE:RELDIVOPP-EQ,NaN,RELIANCE MUTUAL FD RELIANCE ETF
NSE:INFOBEANS-IT,NaN,InfoBeans Tech Ltd
NSE:SADBHIN,17.35,Sadbhav Infrastructure Project Limited
NSE:LICNFENGP-EQ,NaN,LICNAMC - LICNFENGP
NSE:RELCONS-EQ,NaN,RELIANCE MUTUAL FD RELIANCE ETF
NSE:TEXINFRA,59.1,Texmaco Infrastructure & Holdings Limited
NSE:MELSTAR-EQ,NaN,MELSTAR INFORMATIO INR10
NSE:RELNV20-EQ,NaN,RELIANCE NIPPON LI RELIANCE ETF
NSE:LICNETFGSC,23.28,LIC MUTUAL FUND G-SEC LONG TERM
NSE:LICNMFET-EQ,NaN,LICNAMC - LICNMFET
NSE:SADBHIN-EQ,NaN,SADBHAV INFRA PROJ INR10
NSE:3IINFOTECH,84.5,3i Infotech Limited
NSE:INFOMEDIA-EQ,NaN,INFOMEDIA PRESS LI INR10
NSE:LICNETFGSC-EQ,NaN,LIC MUTUAL FUND G-SEC LONG TERM
NSE:V2RETAIL-BE,NaN,V2 RETAIL LTD INR10
NSE:SANOFI,8183.1,Sanofi India Limited
NSE:SANCO-SM,NaN,SANCO IND LIMITED INR10
NSE:THEMISMED-EQ,NaN,THEMIS MEDICARE LT INR10
NSE:TRIDENT,40.35,Trident Limited
NSE:MANAKINDST,NaN,MANAKSIA INDUSTRIE INR1
NSE:PALRED-EQ,NaN,PALRED-EQ.NS
NSE:MERCATOR,1.7,Mercator Limited
NSE:INSECTICI,NaN,Insecticides (India) Limited
NSE:COROMANDEL-EQ,NaN,COROMANDEL INTERNATIONAL LIMITE
NSE:SEINV,NaN,S.E. Investments Limited
NSE:LINDEINDIA-EQ,NaN,LINDE INDIA LTD INR10
NSE:MADHUCON,5.7,Madhucon Projects Limited
NSE:M&M,931.7,Mahindra & Mahindra Limited
NSE:MAJESCO-BE,NaN,Majesco Limited
NSE:MAJESCO-EQ,NaN,MAJESCO LIMITED INR5
NSE:MANAKSIA,69.4,Manaksia Limited
NSE:MANINDS-EQ,NaN,MAN INDUSTRIES (INDIA) LIMITED
NSE:SELMCL,NaN,SEL Manufacturing Company Limited
NSE:MANDHANA,NaN,Mandhana Industries Limited
NSE:MANAKSTEEL-EQ,NaN,MANAKSIA STEELS LT INR1
NSE:MANUGRAPH,12.35,Manugraph India Limited
NSE:MANAKSTEEL-BE,NaN,Manaksia Steels Ltd
NSE:MAXWELL-EQ,NaN,MAXWELL INDUSTRIES INR2
NSE:MAXWELL,NaN,VIP Clothing Limited
NSE:SAMBHAAV-EQ,NaN,SAMBHAAV MEDIA LTD INR1
NSE:THEMISMED,995,Themis Medicare Limited
NSE:MERCK,NaN,Merck Limited
NSE:SAMBANDAM,NaN,Sambandam Spinning Mills Ltd.
NSE:MINDACORP-EQ,NaN,MINDA CORP LTD INR2
NSE:PAEL,7.35,PAE Limited
NSE:PRATIBHA-EQ,NaN,PRATIBHA INDUSTRIES LIMITED
NSE:PRAKASH,74.95,Prakash Industries Limited
NSE:PRICOL-EQ,NaN,PRICOL LIMITED
NSE:PROZONINTU,29.75,Prozone Intu Properties Limited
NSE:REDINGTON-EQ,NaN,REDINGTON (INDIA) LIMITED
NSE:REFEX,147.5,Refex Industries Limited
NSE:REMSONSIN,NaN,Remsons Industries Limited
NSE:REPRO,566.05,Repro India Limited
NSE:SANGAMIND-EQ,NaN,SANGAM (INDIA) LIMITED
NSE:SEAMECLTD-EQ,NaN,SEAMEC LIMITED
NSE:SEAMECLTD,1235,Seamec Limited
NSE:SPLIL-EQ,NaN,SPL INDUSTRIES LTD INR10
NSE:STCINDIA-EQ,NaN,THE STATE TRADING CORPORATION O
NSE:INDOTECH,178.05,Indo Tech Transformers Limited
NSE:INDOTHAI-EQ,NaN,INDO THAI SECURITIES LIMITED
NSE:INDSWFTLTD-BE,NaN,IND-SWIFT LIMITED
NSE:INDSWFTLTD,15.85,Ind-Swift Limited
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
