Symbol,Price,Company name
NSE:NOIDATOLL-EQ,NaN,NOIDA TOLL BRIDGE COMPANY LIMIT
NSE:BROOKS,131.45,Brooks Laboratories Limited
NSE:RBL,915,Rane Brake Lining Limited
NSE:SUNDRMBRAK-EQ,NaN,SUNDARAM BRAKE LININGS LIMITED
NSE:NOIDATOLL,7.15,Noida Toll Bridge Company Limited
NSE:SDBL-EQ,NaN,SOM DISTIL & BREW INR10
NSE:KIRLOSBROS-EQ,NaN,KIRLOSKAR BROTHERS INR2
NSE:BSELINFRA,NaN,BSEL Infrastructure Realty Limited
NSE:BSL-EQ,NaN,BSL LIMITED
NSE:BSLIMITED,NaN,BS Limited
NSE:BSL,82.5,BSL Limited
NSE:BURNPUR,4,Burnpur Cement Limited
NSE:PENPEBS,NaN,Pennar Engineered Building Systems Limited
NSE:BURNPUR-EQ,NaN,BURNPUR CEMENT LTD INR10
NSE:VIJSHAN,NaN,Vijay Shanthi Builders Limited
NSE:PENPEBS-EQ,NaN,PENNAR ENGINEERED INR10
NSE:BYKE,36.15,THE BYKE HOSPITALI INR10
NSE:THEBYKE,NaN,The Byke Hospitality Limited
NSE:BYKE-EQ,NaN,THE BYKE HOSPITALI INR10
NSE:GOACARBON,393.8,Goa Carbon Limited
NSE:ELECTCAST,37,Electrosteel Castings Limited
NSE:CASTROLIND,148.4,Castrol India Limited
NSE:CANDC,3.3,C & C Constructions Limited
NSE:CADILAHC,536.1,Cadila Healthcare Limited
NSE:SATIN-BL,NaN,SATIN CREDIT CARE INR10
NSE:CAPLIPOINT-EQ,NaN,CAPLIN POINT LABOR INR2
NSE:CANFINHOME-EQ,NaN,CANFIN HOMES INR10
NSE:IPRU2580-MF,NaN,ICICI PRUDENTIAL A CAP PRO ORIE
NSE:CCCL,0.45,Consolidated Construction Consortium Limited
NSE:CCHHL,7.35,Country Club Hospitality & Holidays Limited
NSE:CCHHL-EQ,NaN,COUNTRY CLUB HOSPI INR2
NSE:CCL,412.45,CCL Products (India) Limited
NSE:IDEA,10.65,Idea Cellular Limited
NSE:PRISMCEM,NaN,Prism Cement Limited
NSE:ITDCEM,94.55,ITD Cementation India Limited
NSE:EUROCERA,NaN,Euro Ceramics Limited
NSE:CESC,94.5,CESC Limited
NSE:CERA,6266.05,Cera Sanitaryware Limited
NSE:CEATLTD,1368.55,CEAT Limited
NSE:CENTEXT-EQ,NaN,CENTURY EXTRUSIONS LIMITED
NSE:RAMCOCEM,1007.75,The Ramco Cements Limited
NSE:CENTUM-EQ,NaN,CENTUM ELECTRONICS INR10
NSE:SAGCEM-EQ,NaN,SAGAR CEMENTS LIMITED
NSE:CENTEXT,9.35,Century Extrusions Limited
NSE:ORIENTCEM-EQ,NaN,ORIENT CEMENT LTD INR1
NSE:IDEA-EQ,NaN,IDEA CELLULAR LIMITED
NSE:ULTRACEMCO,7455.1,UltraTech Cement Limited
NSE:EUROCERA-BE,NaN,EUROCERA-BE.NS
NSE:KOVAI,1683.15,Kovai Medical Center & Hospital Ltd.
NSE:CEREBRAINT-EQ,NaN,CEREBRA INTEGRATED INR10
NSE:MANGLMCEM,446,Mangalam Cement Limited
NSE:SAGCEM,NaN,Sagar Cements Limited
NSE:CEREBRAINT,54.2,Cerebra Integrated Technologies Limited
NSE:SOMANYCERA,839.95,Somany Ceramics Limited
NSE:SHYAMCENT-BE,NaN,Shyam Century Ferrous Ltd
NSE:REGENCERAM-EQ,NaN,REGENCY CERAMICS INR10
NSE:SHREECEM,28086.65,Shree Cement Limited
NSE:KAKATCEM,256.7,Kakatiya Cement Sugar and Industries Limited
NSE:CELEBRITY-EQ,NaN,CELEBRITY FASHIONS INR10
NSE:GSCLCEMENT,52.1,Gujarat Sidhee Cement Limited
NSE:CENTURYPLY,551.5,Century Plyboards (India) Limited
NSE:ORIENTCEM,163.9,Orient Cement Limited
NSE:RAMCOCEM-EQ,NaN,RAMCO CEMENTS(THE) INR1
NSE:DECOLIGHT,NaN,Decolight Ceramics Ltd.
NSE:CERA-EQ,NaN,CERA SANITARYWARE LIMITED
NSE:MURUDCERA,28,Murudeshwar Ceramics Limited
NSE:CENTRALBK-EQ,NaN,CENTRAL BANK OF INDIA
NSE:JKCEMENT-EQ,NaN,JK CEMENT LIMITED
NSE:CENTRALBK,23.55,Central Bank of India
NSE:REGENCERAM,1.85,Regency Ceramics Limited
NSE:SHYAMCENT,14.4,SHYAM CENTURY FERR INR1
NSE:CENTURYTEX,950.5,Century Textiles and Industries Limited
NSE:DECOLIGHT-BE,NaN,DECOLIGHT CERAMICS INR10
NSE:GSCLCEMENT-EQ,NaN,GUJARAT SIDHEE CEM INR10 (NEW)
NSE:SHYAMCENT-EQ,NaN,SHYAM CENTURY FERR INR1
NSE:JKLAKSHMI,628.5,JK Lakshmi Cement Limited
NSE:CELEBRITY,10.55,Celebrity Fashions Limited
NSE:DECCANCE,780.2,Deccan Cements Limited
NSE:CENTUM,562,Centum Electronics Limited
NSE:CENTENKA,463.8,Century Enka Limited
NSE:SOMANYCERA-EQ,NaN,SOMANY CERAMICS LD INR2
NSE:INDIACEM,223.3,The India Cements Limited
NSE:KAJARIACER,1310.55,Kajaria Ceramics Limited
NSE:CGCL-EQ,NaN,CAPRI GLOBAL CAPIT INR2
NSE:CGCL,520.2,Capri Global Capital Limited
NSE:SUDARSCHEM,668.6,Sudarshan Chemical Industries Limited
NSE:CLNINDIA,608,Clariant Chemicals (India) Limited
NSE:CHROMATIC,0.9,Chromatic India Limited
NSE:RAJSREESUG,27.5,Rajshree Sugars and Chemicals Limited
NSE:GSFC-IL,NaN,GUJARAT STATE FER INR2(POST SUB
NSE:BALRAMCHIN-EQ,NaN,BALRAMPUR CHINI MI INR1
NSE:FCL-EQ,NaN,FINEOTEX CHEMICAL INR2
NSE:TIRUMALCHM,282,Thirumalai Chemicals Limited
NSE:OMKARCHEM-EQ,NaN,OMKAR SPECIALITY CHEMICALS LIMI
NSE:MANGCHEFER-EQ,NaN,MANGALORE CHEMICALS & FERTILIZE
NSE:SRICHAMUND-EQ,NaN,Chamundeswari Sug Ltd
NSE:ORCHIDCHEM-EQ,NaN,ORCHID CHEMICALS & PHARMACEUTIC
NSE:DHARSUGAR-EQ,NaN,DHARANI SUGARS & CHEMICALS LIMI
NSE:HCIL,NaN,Himadri Speciality Chemical Limited
NSE:CIPLA,905.8,Cipla Limited
NSE:CIGNITITEC,613,CIGNITI TECHNOLOGI INR10
NSE:CNOVAPETRO-EQ,NaN,CIL NOVA PETROCHEM INR10
NSE:CINEVISTA,15.9,Cinevista Limited
NSE:MAHINDCIE,271.95,Mahindra CIE Automotive Limited
NSE:CIPLA-EQ,NaN,CIPLA LIMITED
NSE:OPTOCIRCUI,3.35,Opto Circuits (India) Ltd
NSE:MAHINDCIE-EQ,NaN,MAHINDRA CIE AUTO INR10
NSE:CINELINE,129.85,Cineline India Limited
NSE:SHRIRAMCIT,2233.45,Shriram City Union Finance Limited
NSE:OPTOCIRCUI-EQ,NaN,OPTO CIRCUITS (INDIA) LIMITED
NSE:CNOVAPETRO,NaN,CIL Nova Petrochemicals Limited
NSE:CIGNITITEC-EQ,NaN,CIGNITI TECHNOLOGI INR10
NSE:SHRIRAMCIT-EQ,NaN,SHRIRAM CITY UNION FINANCE LIMI
NSE:CIMMCO,NaN,Cimmco Limited
NSE:CNOVAPETRO-BE,NaN,CIL NOVA PETROCHEM INR10
NSE:CLASSIC,NaN,Classic Diamonds (India)
NSE:INDIANCARD,179.9,The Indian Card Clothing Company Limited
NSE:CLUTCHAUTO-BE,NaN,CLUTCH AUTO LTD
NSE:KKCL,1044.3,Kewal Kiran Clothing Limited
NSE:CLASSIC-BZ,NaN,CLASSIC DIAMONDS (I) LTD
NSE:CLUTCHAUTO,NaN,Clutch Auto Ltd.
NSE:CLASSIC-BE,NaN,CLASSIC DIAMONDS (I) LTD
NSE:CLUTCHAUTO-BZ,NaN,CLUTCH AUTO LTD
NSE:CLASSIC-EQ,NaN,CLASSIC DIAMONDS (INDIA) LIMITE
NSE:CMAHENDRA,NaN,C. Mahendra Exports Limited
NSE:CMAHENDRA-BZ,NaN,C.MAHENDRA EXPORTS LTD
NSE:CMC,NaN,CMC Limited
NSE:CPSEETF,32.68,Goldman Sachs CPSE ETF
NSE:CPSEETF-EQ,NaN,RELIANCE NIPPON LI CPSE ETF*
NSE:GANESHHOUC,222.85,Ganesh Housing Corporation Limited
NSE:CRMFGETF-EQ,NaN,CANARA ROBECO MF GOLD ETF
NSE:SHARDACROP-EQ,NaN,SHARDA CROPCHEM INR10
NSE:CREATIVEYE-EQ,NaN,CREATIVE EYE LTD INR10
NSE:SATIN-BE,NaN,Satin Credit Net Ltd
NSE:CRESTANI-BZ,NaN,CREST COMM NPP251099DEPO
NSE:CROMPGREAV,NaN,CG Power and Industrial Solutions Limited
NSE:SATIN-IQ,NaN,SATIN CREDIT CARE INR10
NSE:EXCELCROP,NaN,Excel Crop Care Limited
NSE:CREATIVEYE,3.85,Creative Eye Limited
NSE:SATIN-RL,NaN,SATIN CREDIT CARE INR10
NSE:CRISIL,3019.2,CRISIL Limited
NSE:SATIN-EQ,NaN,SATIN CREDIT CARE INR10
NSE:SATIN-,NaN,SATIN CREDIT CARE NETWORK LTD S
NSE:SHARDACROP,320.15,Sharda Cropchem Limited
NSE:CREST-EQ,NaN,CREST VENTURES INR10
NSE:SATIN-BT,NaN,SATIN CREDIT CARE INR10
NSE:SATIN,78.3,Satin Creditcare Network Limited
NSE:PUNJABCHEM,1536,Punjab Chemicals and Crop Protection Limited
NSE:SATIN-IL,NaN,SATIN CREDIT CARE INR10
NSE:CREST,123.15,Crest Ventures Limited
NSE:BAYERCROP,5246.45,Bayer CropScience Limited
NSE:CRMFGETF,NaN,Canara Robeco Gold ETF
NSE:CTE-BE,NaN,CAMBRIDGE TECH ENT INR10
NSE:CTE-EQ,NaN,CAMBRIDGE TECHNOLOGY ENTERPRISE
NSE:CTE,63.7,Cambridge Technology Enterprises Limited
NSE:JSWSTEEL-P1,NaN,JSW STEEL LTD INR10 10% CUM RED
NSE:CUMMINSIND-EQ,NaN,CUMMINS INDIA INR2
NSE:CURATECH,1.6,CURA Technologies Limited
NSE:CUBEXTUB,24.05,Cubex Tubings Limited
NSE:CUBEXTUB-BE,NaN,CUBEXTUBINGS-ROLLSETT
NSE:CUBEXTUB-EQ,NaN,CUBEX TUBINGS INR10
NSE:CURATECH-EQ,NaN,CURA TECHNOLOGIES INR10
NSE:CUMMINSIND,926.15,Cummins India Limited
NSE:CYBERTECH,177,CyberTech Systems and Software Limited
NSE:CYBERMEDIA,10.15,Cyber Media (India) Limited
NSE:CYIENT-EQ,NaN,CYIENT LIMITED INR5
NSE:EKC-EQ,NaN,EVEREST KANTO CYLINDER LIMITED
NSE:CYBERMEDIA-EQ,NaN,CYBER MEDIA (INDIA INR10
NSE:CYIENT,1178,Cyient Limited
NSE:COFFEEDAY,39.2,Coffee Day Enterprises Limited
NSE:COFFEEDAY-EQ,NaN,COFFEE DAY ENTERPR INR10
NSE:HATHWAY,27.3,Hathway Cable & Datacom Limited
NSE:HATHWAY-IL,NaN,HATHWAY CABLE & DA INR2
NSE:DATAMATICS-EQ,NaN,DATAMATICS GLOBAL INR5
NSE:UMANGDAIRY-EQ,NaN,UMANG DAIRIES INR5
NSE:UMANGDAIRY,80.05,UMANG DAIRIES INR5
NSE:DAAWAT,72.55,LT Foods Limited
NSE:PRABHAT-EQ,NaN,PRABHAT DAIRY LTD INR10
NSE:RDAFTIIPAG-MF,NaN,RELIANCE CAPITAL A RELIANCE DA
NSE:DATAMATICS,353.5,Datamatics Global Services Limited
NSE:DBREALTY,41.3,DB Realty Ltd
NSE:DBCORP-IL,NaN,D B CORP LTD INR10
NSE:DBCORP,97.75,D. B. Corp Limited
NSE:DCW,52.45,DCW Limited
NSE:DCBBANK-EQ,NaN,DCB BANK LIMITED INR10
NSE:DCM,53.4,DCM Limited
NSE:DCBBANK,94.6,DCB Bank Limited
NSE:DCMSHRIRAM,1208.3,DCM Shriram Limited
NSE:DCMSHRIRAM-EQ,NaN,DCM SHRIRARM LTD INR2
NSE:DHFL,NaN,Dewan Housing Finance Corporation Limited
NSE:DELTACORP,295.25,Delta Corp Limited
NSE:DEEPIND,NaN,Deep Industries Limited
NSE:HIL,5230,HIL Limited
NSE:NDL,76,Nandan Denim Limited
NSE:DHUNINV,639.15,Dhunseri Investments Limited
NSE:DTIL,288.65,DHUNSERI TEA & IND INR10
NSE:DHARSUGAR,20.45,Dharani Sugars and Chemicals Limited
NSE:DTIL-EQ,NaN,DHUNSERI TEA & IND INR10
NSE:DPL-EQ,NaN,DHUNSERI PETROCHEM INR10(DEMAT
NSE:DTIL-BE,NaN,Dhunseri Tea & Ind. Ltd.
NSE:DHAMPURSUG,328.35,Dhampur Sugar Mills Limited
NSE:DPL,NaN,Dhunseri Petrochem Limited
NSE:DHANBANK,17,Dhanlaxmi Bank Limited
NSE:DISHTV,18.5,Dish TV India Limited
NSE:DIAPOWER,1.55,Diamond Power Infrastructure Limited
NSE:GOENKA-BZ,NaN,GOENKA DIAMOND&JEWELS LTD
NSE:DIGJAM,NaN,Digjam Limited
NSE:UTRGESSDDP-MF,NaN,UTI MUTUAL FUND RGSS DIRECT DIV
NSE:GDL,284.3,Gateway Distriparks Limited
NSE:RKDL-EQ,NaN,RAVI KUMAR DISTILLERIES LIMITED
NSE:DICIND-EQ,NaN,DIC INDIA LIMITED
NSE:RKDL,14.3,Ravi Kumar Distilleries Limited
NSE:PIONDIST-EQ,NaN,PIONEER DISTILLERI INR10
NSE:DISHMAN,NaN,Dishman Pharmaceuticals and Chemicals Limited
NSE:FOURTHDIM-SM,NaN,FOURTH DIMENSION S INR10
NSE:RELDIVOPP,NaN,R*Shares Dividend Opportunities ETF
NSE:DICIND,467,DIC India Limited
NSE:PIONDIST,181,Pioneer Distilleries Limited
NSE:EDL,NaN,Empee Distilleries Limited
NSE:DIVISLAB,5338.75,Divi's Laboratories Limited
NSE:DLF,440,DLF Limited
NSE:DLINKINDIA,145.95,D-Link (India) Limited
NSE:DONEAR,59.4,Donear Industries Limited
NSE:DOLPHINOFF,NaN,Dolphin Offshore Enterprises (India) Limited
NSE:HINDDORROL,NaN,Hindustan Dorr-Oliver Limited
NSE:DOLPHINOFF-EQ,NaN,DOLPHIN OFFSHORE ENTERPRISES (I
NSE:DONEAR-EQ,NaN,DONEAR INDUSTRIES INR2
NSE:DPSCLTD-EQ,NaN,DPSC LIMITED
NSE:DQE,0.9,DQ Entertainment (International) Limited
NSE:DQE-EQ,NaN,DQ ENTERTAINMENT (INTERNATIONAL
NSE:DRREDDY-EQ,NaN,DR. REDDY'S LABORATORIES LIMITE
NSE:PDPL,2.95,Parenteral Drugs (India) Limited
NSE:DRDATSONS,NaN,Dr.Datsons Labs Limited
NSE:LALPATHLAB-EQ,NaN,DR LAL PATHLABS LT INR10
NSE:DRDATSONS-EQ,NaN,DR.DATSONS LABS LT INR10
NSE:KILITCH,167.1,Kilitch Drugs (India) Limited
NSE:DREDGECORP-EQ,NaN,DREDGING CORPORATION OF INDIA L
NSE:PARABDRUGS,NaN,Parabolic Drugs Limited
NSE:LALPATHLAB,3672.65,Dr. Lal PathLabs Limited
NSE:MANGALAM,142.1,Mangalam Drugs & Organics Limited
NSE:PARABDRUGS-EQ,NaN,PARABOLIC DRUGS INR10(DEMAT)
NSE:DREDGECORP,379,Dredging Corporation of India Limited
NSE:KILITCH-EQ,NaN,KILITCH DRUGS (INDIA) LIMITED
NSE:JINDRILL,153.25,Jindal Drilling & Industries Limited
NSE:DSKULKARNI-EQ,NaN,D.S. KULKARNI DEVE INR10
NSE:DSKULKARNI,NaN,D.S. Kulkarni Developers Limited
NSE:DSSL-EQ,NaN,DYNACONS SYS SOLUT INR10
NSE:DSSL,169.25,Dynacons Systems & Solutions Limited
NSE:DUNCANSLTD-BE,NaN,DUNCANS INDUSTRIES INR10
NSE:RDAFTIIIDG-MF,NaN,RELIANCE MUTUAL FD DUAL ADVANTA
NSE:DUNCANSLTD,NaN,Duncans Industries Limited
NSE:DUNCANSLTD-EQ,NaN,DUNCANS INDUSTRIES INR10
NSE:DWSMIDRD-MF,NaN,DEUTSCHE MUTUAL FU MID CAP 1 RE
NSE:DWARKESH,75.7,Dwarikesh Sugar Industries Limited
NSE:DWARKESH-EQ,NaN,DWARIKESH SUGAR INDUSTRIES LIMI
NSE:DWARKESH-BE,NaN,DWARIKESH SUGAR IN INR10
NSE:DYNATECH-BE,NaN,DYNACONS TECHNOLOG INR1
NSE:DYNATECH-EQ,NaN,DUCON INFRATECHNOL INR1
NSE:DYNAMATECH,2791.05,Dynamatic Technologies Limited
NSE:DYNATECH,NaN,Ducon Infratechnolgies Limited
NSE:DYNAMATECH-EQ,NaN,DYNAMATIC TECHNOLO INR10
NSE:GESHIP,357.15,The Great Eastern Shipping Company Limited
NSE:EASTSILK-EQ,NaN,EASTERN SILK IND INR2
NSE:EASUNREYRL-EQ,NaN,EASUN REYROLLE LTD INR2
NSE:EASUNREYRL,2.95,Easun Reyrolle Limited
NSE:EASTSILK,5.25,Eastern Silk Industries Limited
NSE:EBANK,3890,Edelweiss ETF - Nifty Bank
NSE:ECLERX,2348.6,eClerx Services Limited
NSE:GANECOS-EQ,NaN,GANESHA ECOSPHERE INR10
NSE:VIKASECO,2.25,Vikas EcoTech Limited
NSE:VIKASGLOB,NaN,Vikas EcoTech Limited
NSE:ECEIND-EQ,NaN,ECE INDUSTRIES LIMITED
NSE:ECLERX-EQ,NaN,ECLERX SERVICES LIMITED
NSE:ECEIND,NaN,ECE Industries Limited
NSE:GANECOS,498.4,Ganesha Ecosphere Limited
NSE:EDUCOMP,2.95,Educomp Solutions Limited
NSE:EDELWEISS,83.15,Edelweiss Financial Services Limited
NSE:EDELWEISS-EQ,NaN,EDELWEISS FINANCIAL SERVICES LI
NSE:UMESLTD-EQ,NaN,USHA MARTIN EDU INR1
NSE:MTEDUCARE,9.15,MT Educare Limited
NSE:NAUKRI,6999,Info Edge (India) Limited
NSE:NIFTYEES,22705,Edelweiss ETF - Nifty 50
NSE:NAVNETEDUL,114.6,Navneet Education Limited
NSE:NAVNETEDUL-EQ,NaN,NAVNEET EDUCATION INR2
NSE:EVERONN-EQ,NaN,EVERONN EDUCATION LIMITED
NSE:COREEDUTEC-BZ,NaN,CORE EDUCATION & TECH LTD
NSE:NAUKRI-EQ,NaN,INFO EDGE INR10
NSE:COREEDUTEC,NaN,CORE Education and Technologies Limited
NSE:COREEDUTEC-EQ,NaN,CORE EDUCATION & TECHNOLOGIES L
NSE:NIFTYEES-EQ,NaN,EDELWEISS MUTUAL F EDELWEISS ET
NSE:MTEDUCARE-EQ,NaN,MT EDUCARE LIMITED
NSE:SKMEGGPROD-EQ,NaN,SKM EGG PRODUCTS INR10
NSE:SKMEGGPROD,85,SKM Egg Products Export (India) Limited
NSE:EICHERMOT,2851.9,Eicher Motors Limited
NSE:EIHOTEL,143.8,EIH Limited
NSE:EIMCOELECO,411.95,Eimco Elecon (India) Limited
NSE:EIMCOELECO-BE,NaN,EIMCO ELECON(I)LTD
NSE:EIDPARRY,491.2,E.I.D.-Parry (India) Limited
NSE:EIMCOELECO-EQ,NaN,EIMCO ELECON INDIA INR10 (100%
NSE:EIDPARRY-EQ,NaN,EID PARRY INDIA LIMITED
NSE:TECHNO,NaN,Techno Electric & Engineering Company Limited
NSE:ELGIEQUIP,203.8,ELGI Equipments Limited
NSE:ELECTHERM-EQ,NaN,ELECTROTHERM (INDI INR10
NSE:TVSELECT,175.45,TVS Electronics Limited
NSE:KHAITANELE,NaN,Khaitan Electricals Limited
NSE:ELITE-IT,NaN,Elite Conductors Limited
NSE:TVSELECT-EQ,NaN,TVS ELECTRONICS LIMITED
NSE:KECL-EQ,NaN,KIRLOSKAR ELECTRIC COMPANY LIMI
NSE:LLOYDELENG,NaN,LEEL Electricals Limited
NSE:ESL-EQ,NaN,ELECTROSTEEL STEELS LIMITED
NSE:TECHNO-EQ,NaN,TECHNO ELECTRIC & ENGINEERING C
NSE:SCHNEIDER-EQ,NaN,SCHNEIDER ELECTRIC INFRASTRUCTU
NSE:ELGIRUBCO-EQ,NaN,ELGI RUBBER COMPANY LIMITED
NSE:KHAITANELE-EQ,NaN,KHAITAN ELECTRICAL INR10
NSE:MIRCELECTR,20.95,MIRC Electronics Limited
NSE:EON,NaN,Eon Electric Limited
NSE:ELDERPHARM,NaN,Elder Pharmaceuticals Limited
NSE:MIC,NaN,MIC Electronics Limited
NSE:BAJAJELEC,1305.65,Bajaj Electricals Limited
NSE:JCTEL,NaN,JCT Electronics Limited
NSE:INDNIPPON,410.5,India Nippon Electricals Limited
NSE:ELECON-EQ,NaN,ELECON ENGINEERING INR2 (POST S
NSE:EON-EQ,NaN,EON ELECTRIC LTD INR5
NSE:ELFORGE-BE,NaN,ELFORGE-BE.NS
NSE:ELECTHERM,137.45,Electrotherm (India) Limited
NSE:ELDERPHARM-BZ,NaN,ELDER PHARM INR10(DEMAT)
NSE:SALZERELEC-EQ,NaN,SALZER ELECTRONICS INR10
NSE:ELGIRUBCO,39.8,Elgi Rubber Company Limited
NSE:PGEL-EQ,NaN,PG ELECTROPLAST LIMITED
NSE:ELDERPHARM-EQ,NaN,ELDER PHARMA LTD.
NSE:KECL,24.3,Kirloskar Electric Company Limited
NSE:PGEL,547.8,PG Electroplast Limited
NSE:MIRCELECTR-EQ,NaN,MIRC ELECTRONICS INR1
NSE:ELECON,167.3,Elecon Engineering Company Limited
NSE:ELDERPHARM-BE,NaN,ELDER PHARM INR10(DEMAT)
NSE:ESL,NaN,Electrosteel Steels Limited
NSE:SALZERELEC,166.5,SALZER ELECTRONICS INR10
NSE:EMCO,2.1,EMCO Limited
NSE:EMCO-EQ,NaN,EMCO LIMITED
NSE:PIONEEREMB,62.2,Pioneer Embroideries Limited
NSE:EMAMILTD,555.2,Emami Limited
NSE:EMMBI,108.2,Emmbi Industries Limited
NSE:EMAMIINFRA,NaN,Emami Infrastructure Limited
NSE:EMKAY,119.7,Emkay Global Financial Services Limited
NSE:EMAMIINFRA-EQ,NaN,EMAMI INFRASTRUCTU INR2
NSE:PIONEEREMB-EQ,NaN,PIONEER EMBROID LT INR10
NSE:EMKAY-EQ,NaN,EMKAY GLOBAL FIN INR10
NSE:SHEMAROO,141.55,Shemaroo Entertainment Limited
NSE:SADBHAV,55.6,Sadbhav Engineering Limited
NSE:RELIGARE,175.2,Religare Enterprises Limited
NSE:PATELENG,27.45,Patel Engineering Limited
NSE:ERAINFRA,NaN,Era Infra Engineering Limited
NSE:ENIL,187.15,Entertainment Network (India) Limited
NSE:FCEL,NaN,Future Consumer Limited
NSE:PENPEBS-IL,NaN,PENNAR ENGINEERED INR10
NSE:KARMAENG,22.8,Karma Energy Limited
NSE:PENPEBS-BT,NaN,PENNAR ENGINEERED INR10
NSE:A2ZINFRA,4.85,A2Z Infra Engineering Limited
NSE:SHRIRAMEPC,6.8,Shriram EPC Limited
NSE:SHRIRAMEPC-EQ,NaN,SHRIRAM EPC LIMITED
NSE:REVATHI,668,Revathi Equipment Limited
NSE:REVATHI-EQ,NaN,REVATHI EQUIPMENT INR10
NSE:IPRU2262-MF,NaN,ICICI PRUDENTIAL A EQUITY SAVIN
NSE:ERAINFRA-BE,NaN,ERAINFRA-BE.NS
NSE:ERAINFRA-BZ,NaN,ERA INFRA ENGINEER INR2(DEMAT)
NSE:EROSMEDIA,21.15,Eros International Media Limited
NSE:ESSARSHPNG,11.75,Essar Shipping Limited
NSE:ESCORTS,1541.3,Escorts Limited
NSE:ESABINDIA,2452.2,ESAB India Limited
NSE:UNITEDTEA-EQ,NaN,UNITED NILGIRI TEA INR10
NSE:NITESHEST-EQ,NaN,NITESH ESTATES LIMITED
NSE:ESTER,154.1,Ester Industries Limited
NSE:IBREALEST,175.9,Indiabulls Real Estate Limited
NSE:ESSAROIL,NaN,Essar Oil Ltd.
NSE:NITESHEST,NaN,Nitesh Estates Limited
NSE:ESSARSHPNG-EQ,NaN,ESSAR SHIPPING POR INR10
NSE:PRESTIGE,456.9,Prestige Estates Projects Limited
NSE:ESTER-EQ,NaN,ESTER INDUSTRIES LIMITED
NSE:PRESTIGE-IL,NaN,PRESTIGE ESTATES PROJECTS LIMIT
NSE:ESSARPORT,NaN,ESSAR PORTS LIMITED
NSE:RELGOLD,NaN,R* Shares Gold ETF
NSE:INIFTY,NaN,ICICI Prudential Nifty ETF
NSE:RELGRNIFTY,NaN,Invesco India Nifty ETF
NSE:M50,NaN,Motilal Oswal MOSt Shares M50 ETF
NSE:KOTAKNIFTY,194.16,Kotak Nifty ETF
NSE:KOTAKGOLD,41.39,Kotak Gold ETF
NSE:UTISENSETF,649.95,UTI Sensex ETF
NSE:RELNV20,NaN,R*Shares NV20 ETF
NSE:N100,NaN,Motilal Oswal MOSt Shares NASDAQ 100 ETF
NSE:GOLDSHARE,41.3,UTI Gold ETF
NSE:LICNFENGP,NaN,LIC MF ETF Nifty 50
NSE:KOTAKBKETF,401,Kotak Banking ETF
NSE:IDBIGOLD,4370,IDBI Gold ETF
NSE:RELIGAREGO,NaN,Invesco India Gold ETF
NSE:IDBIGOLD-EQ,NaN,IDBI MUTUAL FUND IDBI GOLD ETF
NSE:HDFCMFGETF,42.18,HDFC Gold ETF
NSE:RELCNX100,NaN,R* Shares CNX 100 ETF
NSE:IGOLD,NaN,ICICI Prudential GOLD ETF
NSE:RELCONS,NaN,R*Shares Consumption ETF
NSE:HDFCNIFETF,196.82,HDFC Nifty ETF
NSE:HDFCSENETF,659.8,HDFC Sensex ETF
NSE:ICNX100,NaN,ICICI Prudential Nifty100 ETF
NSE:IPGETF,NaN,ICICI Prudential GOLD ETF
NSE:RELBANK,NaN,R* Shares Banking ETF
NSE:M100-EQ,NaN,MOST SHARES M100 ETF
NSE:UTINIFTETF,1955.5,UTI Nifty ETF
NSE:RELNIFTY,NaN,R* Shares Nifty ETF
NSE:KOTAKPSUBK,268.51,Kotak PSU Bank ETF
NSE:KOTAKNV20,102.44,Kotak NV 20 ETF
NSE:RELGRNIFTY-EQ,NaN,RELIGARE MUTUAL FD NIFFTY ETF
NSE:EUROMULTI,1.45,Euro Multivision Limited
NSE:EUROMULTI-BE,NaN,EURO MULTIVISION L INR10
NSE:EUROMULTI-EQ,NaN,EURO MULTIVISION L INR10
NSE:EVEREADY,383.05,Eveready Industries India Limited
NSE:EVERESTIND,447.65,Everest Industries Limited
NSE:TULSI,NaN,Tulsi Extrusions Limited
NSE:EXIDEIND,187.55,Exide Industries Limited
NSE:GOLDBEES-EQ,NaN,GOLDMAN SACHS GOLD GOLD EXCH TR
NSE:EXCELINFO,NaN,Excel Realty N Infra Limited
NSE:HINDOILEXP,199.75,Hindustan Oil Exploration Company Limited
NSE:RAJESHEXPO-EQ,NaN,RAJESH EXPORTS INR1
NSE:EXCELINDUS,1079,Excel Industries Limited
NSE:NORBTEAEXP,7.3,Norben Tea & Exports Ltd
NSE:NAGREEKEXP,31.8,Nagreeka Exports Limited
NSE:EXCEL-EQ,NaN,EXCEL REALTY N INF INR10
NSE:NAGREEKEXP-EQ,NaN,NAGREEKA EXPORTS INR5
NSE:MCX-IL,NaN,MULTI COMMODITY EX INR10
NSE:NUCLEUS,592.55,Nucleus Software Exports Limited
NSE:ORBTEXP,81.4,Orbit Exports Limited
NSE:SELAN,162.7,Selan Exploration Technology Limited
NSE:KABRAEXTRU-EQ,NaN,KABRA EXTRUSIONTEC INR5.00
NSE:IGOLD-EQ,NaN,ICICI PRUDENTIAL A GOLD EXCHANG
NSE:KEMROCK,NaN,Kemrock Industries and Exports Limited
NSE:RAJESHEXPO,637.7,Rajesh Exports Limited
