,Symbol,Price,PrevDayClose,ChangeInPercentage
2049,NSE:MIRZAINT,65.3,64.2,1.71
2050,NSE:20MICRONS,63.1,62.35,1.2
2051,NSE:MINDACORP,134.25,133.25,0.75
2058,NSE:SARDAEN,833.0,770.25,8.15
2064,NSE:MMTC,48.2,47.1,2.34
2066,NSE:MORARJEE,18.9,19.3,-2.07
2067,NSE:MOHITIND,12.35,12.35,0.0
2073,NSE:MOLDTKPAC,708.55,730.05,-2.95
2075,NSE:SHARDAMOTR,670.0,691.35,-3.09
2076,NSE:SANGHVIMOV,201.05,203.5,-1.2
2084,NSE:MPHASIS,3370.35,3266.6,3.18
2085,NSE:MPSLTD,684.25,691.6,-1.06
2088,NSE:MRO-TEK,67.4,64.2,4.98
2090,NSE:MSPL,9.9,9.9,0.0
2091,NSE:SHREERAMA,14.05,13.85,1.44
2092,NSE:SUNDARAM,2.0,2.0,0.0
2095,NSE:3RDROCK,64.6,64.6,0.0
2096,NSE:MUKANDLTD,144.0,141.95,1.44
2097,NSE:MUNJALSHOW,139.05,137.65,1.02
2102,NSE:MUTHOOTCAP,406.05,406.95,-0.22
2104,NSE:MUKANDENGG,26.25,26.25,0.0
2107,NSE:NAVKARCORP,43.05,42.7,0.82
2108,NSE:NATCOPHARM,891.1,889.85,0.14
2111,NSE:NSIL,1866.0,1805.05,3.38
2114,NSE:NAHARSPING,454.75,433.1,5.0
2115,NSE:NAGREEKCAP,7.85,7.95,-1.26
2121,NSE:PNB,44.75,42.55,5.17
2126,NSE:NAHARINDUS,116.5,113.95,2.24
2127,NSE:TNPL,140.5,141.25,-0.53
2129,NSE:NCC,83.3,81.5,2.21
2132,NSE:NDTV,82.7,82.55,0.18
2134,NSE:SUNTV,556.1,554.45,0.3
2137,NSE:NESCO,674.05,667.0,1.06
2139,NSE:RAJTV,36.45,36.05,1.11
2140,NSE:NETWORK18,88.7,78.75,12.63
2141,NSE:NESTLEIND,19379.15,19325.4,0.28
2142,NSE:NEXTMEDIA,6.0,5.85,2.56
2144,NSE:TVTODAY,297.05,289.2,2.71
2146,NSE:DEN,54.3,53.3,1.88
2149,NSE:SMARTLINK,115.0,114.45,0.48
2150,NSE:SETFNN50,466.3,461.68,1.0
2161,NSE:SETFNIF50,188.21,186.5,0.92
2164,NSE:NITINSPIN,229.4,218.5,4.99
2167,NSE:DEEPAKNTR,2915.1,2897.8,0.6
2171,NSE:NIPPOBATRY,1030.0,1036.0,-0.58
2172,NSE:NILAINFRA,6.65,6.95,-4.32
2174,NSE:NILKAMAL,2689.8,2677.55,0.46
2176,NSE:SETFNIFBK,396.65,392.28,1.11
2179,NSE:NITCO,25.5,25.5,0.0
2180,NSE:TECHIN,6.45,6.65,-3.01
2181,NSE:NKIND,42.7,41.3,3.39
2184,NSE:GRINDWELL,1564.65,1466.95,6.66
2185,NSE:DENORA,341.8,339.15,0.78
2195,NSE:OCCL,1075.0,1077.95,-0.27
2196,NSE:SCI,143.2,142.0,0.85
2197,NSE:TINPLATE,339.6,333.35,1.87
2199,NSE:STCINDIA,112.65,109.7,2.69
2202,NSE:SAIL,128.8,124.2,3.7
2205,NSE:BANKBARODA,91.45,88.75,3.04
2207,NSE:TFCILTD,74.0,73.1,1.23
2209,NSE:OILCOUNTUB,10.6,11.15,-4.93
2211,NSE:SOTL,1506.9,1494.95,0.8
2213,NSE:OMKARCHEM,25.95,24.75,4.85
2219,NSE:ORIENTALTL,9.1,9.05,0.55
2220,NSE:ORIENTLTD,75.0,73.85,1.56
2224,NSE:ORIENTPPR,34.7,33.75,2.81
2226,NSE:ORTEL,1.35,1.35,0.0
2232,NSE:ORICONENT,29.2,29.3,-0.34
2233,NSE:ORISSAMINE,2893.0,2856.35,1.28
2234,NSE:GREENPOWER,4.9,4.7,4.26
2237,NSE:VINATIORGA,2053.9,2077.75,-1.15
2239,NSE:ORIENTHOT,41.25,39.0,5.77
2242,NSE:MARALOVER,82.8,85.75,-3.44
2243,NSE:PRADIP,1.15,1.1,4.55
2245,NSE:PAGEIND,38097.5,37370.3,1.95
2249,NSE:PARSVNATH,16.2,16.35,-0.92
2256,NSE:PATSPINLTD,9.25,9.4,-1.6
2258,NSE:SHALPAINTS,96.65,97.05,-0.41
2261,NSE:PARACABLES,13.4,13.5,-0.74
2267,NSE:PANAMAPET,276.0,274.55,0.53
2271,NSE:STARPAPER,150.95,150.8,0.1
2272,NSE:PBAINFRA,11.5,11.65,-1.29
2274,NSE:PDMJEPAPER,44.2,43.3,2.08
2276,NSE:SPIC,51.85,51.75,0.19
2277,NSE:LINCPEN,248.1,247.15,0.38
2282,NSE:PEARLPOLY,16.0,15.75,1.59
2283,NSE:PENIND,31.5,29.8,5.7
2286,NSE:SUPPETRO,768.95,744.35,3.3
2287,NSE:CHENNPETRO,138.65,134.0,3.47
2289,NSE:PERSISTENT,4159.65,4212.0,-1.24
2291,NSE:TNPETRO,131.5,132.0,-0.38
2295,NSE:MANALIPETC,125.9,125.75,0.12
2296,NSE:PFIZER,5523.45,5537.6,-0.26
2297,NSE:SMSPHARMA,148.0,148.75,-0.5
2300,NSE:TORNTPHARM,3100.25,3130.4,-0.96
2309,NSE:BALPHARMA,105.0,104.15,0.82
2310,NSE:LINCOLN,382.0,380.3,0.45
2311,NSE:PIIND,3340.5,3314.25,0.79
2312,NSE:PILANIINVS,2015.0,2012.05,0.15
2315,NSE:SRIPIPES,212.35,209.95,1.14
2316,NSE:PIDILITIND,2488.5,2481.1,0.3
2317,NSE:TEXMOPIPES,52.2,52.15,0.1
2320,NSE:PLASTIBLEN,268.45,270.65,-0.81
2321,NSE:PNCINFRA,374.8,377.5,-0.72
2325,NSE:PONNIERODE,246.0,242.15,1.59
2327,NSE:PREMIERPOL,71.95,68.7,4.73
2332,NSE:POLYPLEX,1923.4,1834.95,4.82
2333,NSE:HONDAPOWER,1406.2,1398.35,0.56
2334,NSE:RPOWER,16.95,16.15,4.95
2335,NSE:VARDMNPOLY,23.05,23.3,-1.07
2336,NSE:TORNTPOWER,521.7,515.4,1.22
2337,NSE:RTNPOWER,4.45,4.4,1.14
2338,NSE:SEPOWER,11.65,11.1,4.95
2340,NSE:POWERMECH,1075.0,1038.05,3.56
2343,NSE:VIVIDHA,0.75,0.75,0.0
2344,NSE:SPYL,0.75,0.75,0.0
2346,NSE:CAREERP,158.35,156.15,1.41
2347,NSE:TATAPOWER,255.95,222.6,14.98
2349,NSE:TDPOWERSYS,372.25,340.65,9.28
2351,NSE:PREMIER,4.05,3.9,3.85
2352,NSE:PURVA,141.0,136.9,2.99
2355,NSE:TTKPRESTIG,8860.0,8805.4,0.62
2356,NSE:PRAKASHSTL,2.45,2.25,8.89
2365,NSE:PSB,19.25,18.55,3.77
2366,NSE:PTC,135.0,133.4,1.2
2367,NSE:PTL,51.0,49.85,2.31
2369,NSE:SHAKTIPUMP,824.0,800.5,2.94
2370,NSE:PVR,1735.0,1713.8,1.24
2371,NSE:PVP,6.1,5.85,4.27
2372,NSE:RANASUG,28.9,28.45,1.58
2373,NSE:RAMKY,157.2,158.9,-1.07
2374,NSE:RAJVIR,8.5,8.1,4.94
2375,NSE:INGERRAND,1186.4,1175.0,0.97
2376,NSE:RAMASTEEL,274.05,279.7,-2.02
2377,NSE:RAJRAYON,0.45,0.45,0.0
2378,NSE:RAYMOND,463.3,461.75,0.34
2379,NSE:RAMSARUP,1.3,1.35,-3.7
2380,NSE:INDORAMA,52.7,52.15,1.05
2384,NSE:RALLIS,320.5,313.75,2.15
2386,NSE:RAMCOIND,303.25,298.15,1.71
2388,NSE:RANEENGINE,300.9,298.1,0.94
2391,NSE:SRHHYPOLTD,354.35,354.7,-0.1
2398,NSE:RANEHOLDIN,599.6,597.5,0.35
2399,NSE:RML,411.9,411.35,0.13
2400,NSE:RAIN,243.7,239.7,1.67
2401,NSE:RAMCOSYS,478.55,472.05,1.38
2402,NSE:RMCL,2.05,2.1,-2.38
2403,NSE:RCOM,3.2,3.15,1.59
2405,NSE:RIIL,743.3,736.5,0.92
2406,NSE:REDINGTON,155.05,153.25,1.17
2408,NSE:RICOAUTO,47.4,47.45,-0.11
2409,NSE:ROLTA,5.7,5.65,0.88
2411,NSE:SURYAROSNI,708.3,704.8,0.5
2412,NSE:ROSSELLIND,166.95,170.5,-2.08
2413,NSE:RPPINFRA,64.1,62.75,2.15
2415,NSE:RSYSTEMS,223.3,220.3,1.36
2416,NSE:RSSOFTWARE,36.85,36.7,0.41
2417,NSE:RSWM,360.95,354.0,1.96
2419,NSE:RUCHIRA,87.85,87.45,0.46
2420,NSE:RUSHIL,253.95,253.45,0.2
2421,NSE:RUPA,494.0,491.3,0.55
2425,NSE:RUBYMILLS,307.0,291.2,5.43
2426,NSE:RUCHINFRA,7.1,6.95,2.16
2427,NSE:HOTELRUGBY,2.95,2.85,3.51
2428,NSE:SANGHIIND,68.75,68.8,-0.07
2430,NSE:SAKSOFT,1071.4,1088.5,-1.57
2431,NSE:SAREGAMA,4337.0,4337.5,-0.01
2437,NSE:SANDESH,794.35,787.9,0.82
2438,NSE:SANGAMIND,222.2,211.65,4.98
2445,NSE:THOMASCOTT,18.05,18.05,0.0
2447,NSE:MAHSCOOTER,4774.55,4751.9,0.48
2449,NSE:SEQUENT,217.0,220.65,-1.65
2451,NSE:MAHSEAMLES,517.3,487.5,6.11
2452,NSE:INVENTURE,2.65,2.55,3.92
2455,NSE:SHYAMTEL,10.6,10.25,3.41
2457,NSE:SHOPERSTOP,280.9,277.8,1.12
2459,NSE:SHIVAMAUTO,30.65,32.1,-4.52
2461,NSE:LIBERTSHOE,181.75,179.9,1.03
2463,NSE:RENUKA,30.0,29.75,0.84
2470,NSE:STAR,584.6,592.65,-1.36
2472,NSE:SHREYANIND,130.1,128.55,1.21
2474,NSE:SIMBHALS,29.7,29.5,0.68
2476,NSE:SIYSIL,425.05,419.95,1.21
2482,NSE:SILINV,336.0,334.25,0.52
2484,NSE:SINTEX,4.55,4.35,4.6
2486,NSE:SIL,14.8,15.0,-1.33
2487,NSE:SIMPLEXINF,44.95,44.65,0.67
2488,NSE:SJVN,29.25,28.35,3.17
2489,NSE:SKIPPER,80.75,81.55,-0.98
2492,NSE:SKIL,4.6,4.45,3.37
2502,NSE:SOLARINDS,2681.85,2532.45,5.9
2508,NSE:COMPUSOFT,16.5,17.35,-4.9
2515,NSE:CALSOFT,35.8,34.1,4.99
2516,NSE:SOBHA,835.5,826.75,1.06
2517,NSE:AURIONPRO,222.0,213.4,4.03
2522,NSE:SOMATEX,8.15,7.85,3.82
2524,NSE:SPMLINFRA,11.1,10.8,2.78
2525,NSE:SPENTEX,1.35,1.35,0.0
2526,NSE:SPECIALITY,90.45,93.7,-3.47
2527,NSE:SPLIL,46.5,46.15,0.76
2528,NSE:VSSL,269.15,263.15,2.28
2529,NSE:SRF,2382.8,2410.9,-1.17
2531,NSE:SREEL,183.65,178.25,3.03
2533,NSE:SREINFRA,5.6,5.85,-4.27
2535,NSE:TVSSRICHAK,2520.05,2546.25,-1.03
2545,NSE:VISASTEEL,13.75,13.1,4.96
2546,NSE:STERTOOLS,204.5,205.6,-0.54
2551,NSE:STEL,172.65,172.8,-0.09
2552,NSE:SUPREMEINF,18.55,19.5,-4.87
2553,NSE:SUZLON,7.35,7.05,4.26
2554,NSE:SUNTECK,506.35,509.55,-0.63
2555,NSE:SUMEETINDS,8.7,8.7,0.0
2556,NSE:SUNCLAYLTD,3744.75,3671.95,1.98
2558,NSE:SUPRAJIT,396.4,380.25,4.25
2560,NSE:SUPERHOUSE,185.45,185.55,-0.05
2561,NSE:SUMMITSEC,764.0,766.15,-0.28
2562,NSE:MAWANASUG,89.65,89.2,0.5
2564,NSE:SUPREMEIND,2615.0,2578.2,1.43
2566,NSE:SUPERSPIN,13.1,12.95,1.16
2567,NSE:SURYALAXMI,66.5,63.4,4.89
2570,NSE:UTTAMSUGAR,190.15,190.55,-0.21
2587,NSE:SWANENERGY,133.65,131.5,1.63
2589,NSE:SWELECTES,275.3,280.55,-1.87
2592,NSE:SYNGENE,615.75,612.75,0.49
2594,NSE:BANSWRAS,197.7,195.55,1.1
2597,NSE:PRAENG,19.45,19.65,-1.02
2601,NSE:TALBROAUTO,287.0,289.0,-0.69
2602,NSE:TATAMETALI,1093.55,1076.6,1.57
2603,NSE:TARMAT,67.3,68.55,-1.82
2606,NSE:TNTELE,9.6,9.55,0.52
2608,NSE:TATAINVEST,1688.05,1668.75,1.16
2609,NSE:TANTIACONS,7.15,7.35,-2.72
2611,NSE:TATACOFFEE,236.7,230.45,2.71
2613,NSE:TANLA,942.0,922.45,2.12
2614,NSE:TARAPUR,4.0,4.0,0.0
2619,NSE:TEAMLEASE,4950.0,4982.45,-0.65
2621,NSE:TIIL,888.0,903.85,-1.75
2623,NSE:TFL,6.2,6.05,2.48
2626,NSE:INDOTHAI,94.3,92.7,1.73
2627,NSE:TIMETECHNO,74.7,75.95,-1.65
2628,NSE:TIL,182.0,181.95,0.03
2630,NSE:TIMKEN,1835.75,1843.6,-0.43
2632,NSE:TIPSINDLTD,1434.95,1389.15,3.3
2638,NSE:TWL,100.05,101.1,-1.04
2643,NSE:TOKYOPLAST,102.8,104.4,-1.53
2645,NSE:TPLPLASTEH,174.75,172.9,1.07
2647,NSE:TRIL,30.65,30.05,2.0
2648,NSE:TRIVENI,210.05,201.2,4.4
2652,NSE:TTL,76.75,77.85,-1.41
2654,NSE:TRITURBINE,166.5,168.55,-1.22
2657,NSE:UCOBANK,14.55,14.3,1.75
2660,NSE:UJAAS,3.45,3.3,4.55
2664,NSE:CARBORUNIV,902.55,883.1,2.2
2665,NSE:UNIVCABLES,177.0,175.65,0.77
2666,NSE:MAYURUNIQ,481.9,478.15,0.78
2672,NSE:VTL,2052.9,2033.05,0.98
2675,NSE:VAKRANGEE,43.75,44.3,-1.24
2678,NSE:WABAG,345.55,344.7,0.25
2680,NSE:VENUSREM,468.05,412.6,13.44
2682,NSE:VENKEYS,3148.85,3183.4,-1.09
2685,NSE:VEDL,364.15,331.9,9.72
2687,NSE:VGUARD,263.6,262.9,0.27
2688,NSE:VISESHINFO,0.25,0.2,25.0
2692,NSE:VINDHYATEL,1189.2,1191.25,-0.17
2695,NSE:VICEROY,4.4,4.2,4.76
2697,NSE:VISHNU,719.0,730.95,-1.63
2698,NSE:VIPULLTD,30.7,30.05,2.16
2710,NSE:WALCHANNAG,55.2,54.05,2.13
2712,NSE:WELCORP,150.1,147.7,1.62
2714,NSE:WEIZMANIND,58.15,61.2,-4.98
2716,NSE:WHEELS,792.0,791.05,0.12
2718,NSE:PRECWIRE,257.45,254.7,1.08
2719,NSE:INOXWIND,129.95,129.1,0.66
2720,NSE:WINDMACHIN,32.8,33.05,-0.76
2723,NSE:WSI,7.55,7.2,4.86
2727,NSE:AUSOMENT,66.9,66.25,0.98
2728,NSE:AUTOIND,61.05,62.3,-2.01
2729,NSE:HONAUT,44450.0,44648.7,-0.45
2731,NSE:BAJAJFINSV,18982.9,18488.9,2.67
2732,NSE:BALAJITELE,66.7,66.05,0.98
2734,NSE:BALRAMCHIN,380.05,378.1,0.52
2736,NSE:BALKRISIND,2607.6,2596.0,0.45
2738,NSE:INDBANK,25.55,25.05,2.0
2740,NSE:BARTRONICS,4.05,4.0,1.25
2742,NSE:BATAINDIA,2174.3,2118.15,2.65
2744,NSE:BEARDSELL,14.1,14.35,-1.74
2750,NSE:BRIGADE,460.25,461.95,-0.37
2751,NSE:BRITANNIA,3896.25,3894.85,0.04
2754,NSE:FINCABLES,491.75,490.55,0.24
2755,NSE:CORDSCABLE,58.0,57.95,0.09
2756,NSE:PRECAM,108.55,110.15,-1.45
2757,NSE:CANTABIL,600.0,605.4,-0.89
2759,NSE:CANFINHOME,708.3,699.5,1.26
2762,NSE:RELCAPITAL,22.25,22.05,0.91
2765,NSE:MANGCHEFER,74.6,74.15,0.61
2767,NSE:COALINDIA,185.9,183.8,1.14
2768,NSE:MANAKCOAT,18.55,18.5,0.27
2771,NSE:COLPAL,1686.65,1681.2,0.32
2773,NSE:THOMASCOOK,82.6,80.6,2.48
2774,NSE:COSMOFILMS,1655.0,1638.35,1.02
2777,NSE:DELTAMAGNT,70.5,70.7,-0.28
2784,NSE:INDOWIND,9.05,8.9,1.69
2786,NSE:ENGINERSIN,79.3,77.85,1.86
2787,NSE:TECHNOFAB,6.15,6.4,-3.91
2793,NSE:FIEMIND,1277.85,1266.4,0.9
2795,NSE:FINPIPE,229.7,228.3,0.61
2798,NSE:L&TFH,95.0,94.35,0.69
2801,NSE:REPCOHOME,324.55,324.15,0.12
2804,NSE:MANAPPURAM,199.4,195.3,2.1
2807,NSE:GRASIM,1782.4,1752.5,1.71
2808,NSE:GRAPHITE,602.85,602.0,0.14
2809,NSE:GREENLAM,1396.2,1404.1,-0.56
2811,NSE:GREENPLY,205.2,195.45,4.99
2813,NSE:GRPLTD,961.5,963.15,-0.17
2814,NSE:INDHOTEL,232.4,229.55,1.24
2815,NSE:HOVS,56.85,56.6,0.44
2818,NSE:REMSONSIND,245.0,239.05,2.49
2819,NSE:3MINDIA,25949.9,26013.1,-0.24
2820,NSE:INSECTICID,705.7,706.8,-0.16
2821,NSE:LINDEINDIA,2605.7,2608.4,-0.1
2824,NSE:RESPONIND,125.65,126.4,-0.59
2825,NSE:INDOSOLAR,3.05,2.95,3.39
2827,NSE:INFY,1764.1,1715.75,2.82
2831,NSE:V2RETAIL,202.7,193.05,5.0
2833,NSE:LICNETFN50,196.99,193.68,1.71
2837,NSE:SADBHIN,17.35,16.9,2.66
2840,NSE:TEXINFRA,59.05,59.3,-0.42
2843,NSE:LICNETFGSC,23.27,23.03,1.04
2846,NSE:3IINFOTECH,84.5,8.45,900.0
2850,NSE:SANOFI,8220.0,8161.65,0.71
2853,NSE:TRIDENT,40.35,38.45,4.94
2856,NSE:MERCATOR,1.75,1.75,0.0
2861,NSE:MADHUCON,5.65,5.6,0.89
2862,NSE:M&M,928.95,931.4,-0.26
2865,NSE:MANAKSIA,69.25,66.95,3.44
2870,NSE:MANUGRAPH,12.35,12.45,-0.8
2875,NSE:THEMISMED,994.0,988.9,0.52
2879,NSE:PAEL,7.0,7.0,0.0
2881,NSE:PRAKASH,75.7,75.75,-0.07
2883,NSE:PROZONINTU,29.8,30.2,-1.32
2885,NSE:REFEX,146.5,147.9,-0.95
2887,NSE:REPRO,566.0,561.0,0.89
2890,NSE:SEAMECLTD,1235.0,1214.2,1.71
2893,NSE:INDOTECH,176.0,174.3,0.98
2896,NSE:INDSWFTLTD,15.85,15.1,4.97
