Symbol,Company Name,Price,PrevDayClose,ChangeInPercentage,volumn
NSE:KANORICHEM,Kanoria Chemicals & Industries Limited,195.05,194.6,0.23,18305
NSE:MAHEPC,Mahindra EPC Irrigation Limited,139.4,138.15,0.9,52907
NSE:CONTROLPR,Control Print Limited,322.55,325.5,-0.91,24637
NSE:SPAL,S. P. Apparels Limited,337.15,339.15,-0.59,15912
NSE:ATULAUTO,Atul Auto Limited,241.75,237.45,1.81,165715
NSE:HINDCOMPOS,Hindustan Composites Limited,324.6,323.75,0.26,4299
NSE:SHRIRAMEPC,Shriram EPC Limited,6.8,7.15,-4.9,200179
NSE:KAYA,Kaya Limited,546.65,550.15,-0.64,46457
NSE:ROSSELLIND,Rossell India Limited,167,170.5,-2.05,117903
NSE:ZUARI,Zuari Agro Chemicals Limited,124.55,123.75,0.65,91519
NSE:ASAHISONG,Asahi Songwon Colors Limited,354.95,349.3,1.62,21380
NSE:IFBAGRO,IFB Agro Industries Limited,688.85,702.05,-1.88,60092
NSE:SAKSOFT,Saksoft Limited,1052.5,1088.5,-3.31,55537
NSE:PRECAM,Precision Camshafts Limited,104.75,110.15,-4.9,400430
NSE:NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,10.8,10.6,1.89,660949
NSE:NAHARSPING,Nahar Spinning Mills Limited,454.75,433.1,5,42453
NSE:KAMDHENU,Kamdhenu Limited,256.75,246.15,3.41,234110
NSE:DHANBANK,Dhanlaxmi Bank Limited,16.5,16.7,-1.2,2666116
NSE:DLINKINDIA,D-Link (India) Limited,148.6,146.1,1.71,225140
NSE:PARSVNATH,Parsvnath Developers Limited,15.95,16.35,-2.45,607988
NSE:SCHAND,S Chand And Company Limited,135,132.75,1.69,128647
NSE:PGIL,Pearl Global Industries Limited,310.1,311.15,-0.34,19559
NSE:AVADHSUGAR,Avadh Sugar & Energy Limited,471.95,464.45,1.61,161248
NSE:SASTASUNDR,Sastasundar Ventures Limited,390.05,375.95,3.75,220351
NSE:TI,Tilaknagar Industries Limited,48.4,46.1,4.99,1009934
NSE:NDTV,New Delhi Television Limited,83,82.55,0.55,26500
NSE:HLVLTD,HLV LIMITED,12.35,12.35,0,290534
NSE:FEL,Future Enterprises Limited,9.3,9.3,0,810314
NSE:DICIND,DIC India Limited,460.65,460.05,0.13,4545
NSE:JASH,Jash Engineering Limited,507.9,490,3.65,12593
NSE:VIMTALABS,Vimta Labs Limited,306.75,297.95,2.95,90595
NSE:HERCULES,Hercules Hoists Limited,147.5,147.8,-0.2,28187
NSE:XELPMOC,Xelpmoc Design And Tech Limited,402,398.55,0.87,15116
NSE:AKASH,Akash Infra-Projects Limited,248,235.95,5.11,115707
NSE:GALLANTT,Gallantt Metal Limited,79.75,80.45,-0.87,88301
NSE:VIPULLTD,Vipul Limited,29.35,30.05,-2.33,19744
NSE:REPL,Rudrabhishek Enterprises Limited,231.05,229.4,0.72,23535
NSE:SREEL,Sreeleathers Limited,182.2,178.25,2.22,12792
NSE:GANDHITUBE,Gandhi Special Tubes Limited,444.4,438.95,1.24,34559
NSE:INFOBEAN,InfoBeans Technologies Limited,401.1,417.7,-3.97,18321
NSE:UTTAMSUGAR,Uttam Sugar Mills Limited,196.3,190.55,3.02,57230
NSE:DVL,Dhunseri Ventures Limited,283.95,284.8,-0.3,17668
NSE:MAXIND,Max India Limited,77.8,79.3,-1.89,258125
NSE:ARVSMART,Arvind SmartSpaces Limited,197.95,190.25,4.05,70783
NSE:ZOTA,Zota Health Care LImited,401.25,403.4,-0.53,30699
NSE:VENUSREM,Venus Remedies Limited,486.85,412.6,18,496866
NSE:VISHNU,Vishnu Chemicals Limited,718.25,730.95,-1.74,11171
NSE:ZEELEARN,Zee Learn Limited,14.25,14.35,-0.7,947338
NSE:GOKEX,Gokaldas Exports Limited,223,221.25,0.79,296419
NSE:KDDL,KDDL Limited,520.3,517.9,0.46,44123
NSE:CYBERTECH,Cybertech Systems And Software Limited,173.75,174.85,-0.63,112996
NSE:URJA,Urja Global Limited,8.05,7.7,4.55,6308355
NSE:MANAKSIA,Manaksia Limited,68.5,66.95,2.32,97940
NSE:VASCONEQ,Vascon Engineers Limited,27.35,27.7,-1.26,483573
NSE:BAFNAPH,Bafna Pharmaceuticals Limited,137,132.7,3.24,5154
NSE:BIRLATYRE,Birla Tyres Limited,26.3,25.9,1.54,307818
NSE:VERTOZ,Vertoz Advertising Limited,103.05,105.35,-2.18,70630
NSE:GENESYS,Genesys International Corporation Limited,279.6,293.95,-4.88,60167
NSE:HITECHGEAR,The Hi-Tech Gears Limited,258,258.1,-0.04,6608
NSE:SANGAMIND,Sangam (India) Limited,222.2,211.65,4.98,26805
NSE:63MOONS,63 moons technologies limited,102.5,100.5,1.99,91100
NSE:VLSFINANCE,VLS Finance Limited,199.5,201.85,-1.16,41881
NSE:BGRENERGY,BGR Energy Systems Limited,73.3,69.4,5.62,1130466
NSE:AURIONPRO,Aurionpro Solutions Limited,220,213.4,3.09,56640
NSE:HPL,HPL Electric & Power Limited,71,71.05,-0.07,135904
NSE:UCALFUEL,Ucal Fuel Systems Limited,158.55,161.55,-1.86,48117
NSE:MIRCELECTR,MIRC Electronics Limited,21.4,20.8,2.88,1416208
NSE:SWELECTES,Swelect Energy Systems Limited,271.6,280.55,-3.19,54886
NSE:PPL,Prakash Pipes Limited,159.85,159.35,0.31,62259
NSE:ASHIMASYN,Ashima Limited,19.55,19.55,0,56603
NSE:ZEEMEDIA,Zee Media Corporation Limited,13.1,13.25,-1.13,1046453
NSE:MENONBE,Menon Bearings Limited,83.3,81.1,2.71,156242
NSE:GKWLIMITED,GKW Limited,676.55,689.25,-1.84,3267
NSE:VARDHACRLC,Vardhman Acrylics Limited,68.5,66.8,2.54,286354
NSE:ORIENTBELL,Orient Bell Limited,360.95,354.25,1.89,53697
NSE:GSCLCEMENT,Gujarat Sidhee Cement Limited,51.7,51.4,0.58,205639
NSE:HCL-INSYS,HCL Infosystems Limited,14.15,13.95,1.43,896103
NSE:ARTEMISMED,Artemis Medicare Services Limited,34.1,34.55,-1.3,67166
NSE:MEP,MEP Infrastructure Developers Limited,26.25,26.9,-2.42,532535
NSE:HINDNATGLS,Hindusthan National Glass & Industries Limited,36,35.8,0.56,34177
NSE:MARATHON,Marathon Nextgen Realty Limited,97.25,98.45,-1.22,30244
NSE:MSPL,MSP Steel & Power Limited,10,9.9,1.01,104230
NSE:ORICONENT,Oricon Enterprises Limited,28.6,29.3,-2.39,93248
NSE:JUBLINDS,Jubilant Industries Limited,523.85,516.6,1.4,38931
NSE:CUPID,Cupid Limited,242,241.4,0.25,57945
NSE:FSC,Future Supply Chain Solutions Limited,84.45,85.25,-0.94,49577
NSE:PPAP,PPAP Automotive Limited,256.3,261.2,-1.88,16904
NSE:RUBYMILLS,The Ruby Mills Limited,302.75,291.2,3.97,47868
NSE:GANESHHOUC,Ganesh Housing Corporation Limited,217,223.1,-2.73,106249
NSE:NAHARPOLY,Nahar Poly Films Limited,246.95,242.8,1.71,26887
NSE:RELCAPITAL,Reliance Capital Limited,21.9,22.05,-0.68,926938
NSE:GOKULAGRO,Gokul Agro Resources Limited,43.45,43,1.05,181359
NSE:NIPPOBATRY,Indo-National Limited,1033,1036,-0.29,18800
NSE:KHADIM,Khadim India Limited,257.7,234.3,9.99,391327
NSE:ADVANIHOTR,Advani Hotels & Resorts (India) Limited,83.75,83.35,0.48,33181
NSE:AHLWEST,Asian Hotels (West) Limited,277.5,276.55,0.34,630
NSE:DPABHUSHAN,D. P. Abhushan Limited,225.95,218,3.65,12590
NSE:JINDRILL,Jindal Drilling And Industries Limited,155.35,150.85,2.98,126841
NSE:BCLIND,Bcl Industries Limited,247.9,255.75,-3.07,52174
NSE:THEMISMED,Themis Medicare Limited,982,988.9,-0.7,3831
NSE:GUJAPOLLO,Gujarat Apollo Industries Limited,212.9,212.95,-0.02,3629
NSE:HARRMALAYA,Harrisons Malayalam Limited,185.45,187.55,-1.12,85452
NSE:PTL,PTL Enterprises Limited,51.35,49.85,3.01,284774
NSE:CHEMBOND,Chembond Chemicals Ltd,248.3,250.8,-1,26836
NSE:PROZONINTU,Prozone Intu Properties Limited,29.35,30.2,-2.81,381787
NSE:SREINFRA,SREI Infrastructure Finance Limited,5.6,5.85,-4.27,11665930
NSE:GOACARBON,Goa Carbon Limited,415,389.1,6.66,77751
NSE:TALBROAUTO,Talbros Automotive Components Limited,288,289,-0.35,32157
NSE:ORIENTABRA,Orient Abrasives Limited,30,29.95,0.17,129960
NSE:INVENTURE,Inventure Growth & Securities Limited,2.65,2.55,3.92,2055866
NSE:RAMANEWS,Shree Rama Newsprint Limited,20.4,20.9,-2.39,97930
NSE:MCL,Madhav Copper Limited,38.25,38.15,0.26,95423
NSE:LASA,Lasa Supergenerics Limited,68,73.4,-7.36,638595
NSE:CREST,Crest Ventures Limited,124.85,123.15,1.38,6063
NSE:BRNL,Bharat Road Network Limited,30.15,29.95,0.67,65942
NSE:EROSMEDIA,Eros International Media Limited,21.35,21.35,0,348724
NSE:MODIRUBBER,Modi Rubber Limited,87.45,87.85,-0.46,4909
NSE:WALCHANNAG,Walchandnagar Industries Limited,55.1,54.05,1.94,412402
NSE:TVSELECT,TVS Electronics Limited,173.2,169.5,2.18,128786
NSE:CAREERP,Career Point Limited,156.25,156.15,0.06,28847
NSE:ZUARIGLOB,Zuari Global Limited,136.6,136.9,-0.22,39999
NSE:SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,199.3,202.4,-1.53,97205
NSE:KRISHANA,Krishana Phoschem Limited,181,185.2,-2.27,13079
NSE:AYMSYNTEX,AYM Syntex Limited,110,108.65,1.24,38318
NSE:PENIND,Pennar Industries Limited,31.4,29.8,5.37,1398623
NSE:BIRLAMONEY,Aditya Birla Money Limited,66.05,66.1,-0.08,92749
NSE:PDMJEPAPER,Pudumjee Paper Products Limited,42.9,43.3,-0.92,202265
NSE:KOTARISUG,Kothari Sugars And Chemicals Limited,35.35,35.2,0.43,340772
NSE:ALANKIT,Alankit Limited,17.75,17.45,1.72,1875191
NSE:PENINLAND,Peninsula Land Limited,12.05,12.1,-0.41,204113
NSE:GIRRESORTS,GIR Natureview Resorts Limited,119.95,119.95,0,0
NSE:HDIL,Housing Development and Infrastructure Limited,5.6,5.35,4.67,677543
NSE:LINCPEN,Linc Pen & Plastics Limited,244,247.15,-1.27,17310
NSE:JPINFRATEC,Jaypee Infratech Limited,2.2,2.3,-4.35,7334868
NSE:VETO,Veto Switchgears And Cables Limited,116.2,117.65,-1.23,122655
NSE:MAHESHWARI,Maheshwari Logistics Limited,106.7,104.65,1.96,102072
NSE:ADSL,Allied Digital Services Limited,88.3,89.8,-1.67,269539
NSE:RNAVAL,Reliance Naval and Engineering Limited,3.1,3.15,-1.59,1405738
NSE:TRIL,Transformers And Rectifiers (India) Limited,30.7,30.05,2.16,314759
NSE:OMINFRAL,OM INFRA LIMITED,33.75,32.85,2.74,210600
NSE:LIBERTSHOE,Liberty Shoes Limited,180.2,179.9,0.17,255489
NSE:MMP,MMP Industries Limited,150.55,149.7,0.57,14085
NSE:MBAPL,Madhya Bharat Agro Products Limited,187.45,186.3,0.62,8426
NSE:ALBERTDAVD,Albert David Limited,631.75,617.55,2.3,222658
NSE:BRFL,Bombay Rayon Fashions Limited,7.2,7.2,0,401737
NSE:VINYLINDIA,Vinyl Chemicals (India) Limited,292,295.9,-1.32,68165
NSE:PITTIENG,Pitti Engineering Limited,178.8,186.15,-3.95,159197
NSE:KHAICHEM,Khaitan Chemicals & Fertilizers Limited,67,67.75,-1.11,74244
NSE:HITECHCORP,Hitech Corporation Limited,232.45,231.75,0.3,3214
NSE:GEECEE,GeeCee Ventures Limited,156,158.95,-1.86,15812
NSE:SDBL,Som Distilleries & Breweries Limited,45.4,46.55,-2.47,320574
NSE:SPTL,Sintex Plastics Technology Limited,5.75,5.5,4.55,8303434
NSE:JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,162.9,151,7.88,472072
NSE:ZODIACLOTH,Zodiac Clothing Company Limited,118.55,118.2,0.3,31331
NSE:MBLINFRA,MBL Infrastructures Limited,21.9,22.05,-0.68,77959
NSE:BIL,Bhartiya International Limited,226.35,224.7,0.73,2094
NSE:KANPRPLA,Kanpur Plastipack Limited,170.9,163.85,4.3,40750
NSE:SILINV,SIL Investments Limited,334,334.25,-0.07,7892
NSE:WANBURY,Wanbury Limited,80.75,82.3,-1.88,29454
NSE:SINTERCOM,Sintercom India Limited,87,86.05,1.1,7554
NSE:SELAN,Selan Exploration Technology Limited,162.95,161.1,1.15,113868
NSE:SARLAPOLY,Sarla Performance Fibers Limited,56.35,55.6,1.35,267520
NSE:SINTEX,Sintex Industries Limited,4.55,4.35,4.6,3055851
NSE:PODDARMENT,Poddar Pigments Limited,360.7,356.75,1.11,7584
NSE:MCLEODRUSS,Mcleod Russel India Limited,29.3,29.6,-1.01,618263
NSE:WINDMACHIN,Windsor Machines Limited,32.3,33.05,-2.27,62669
NSE:UFO,UFO Moviez India Limited,104.7,103.65,1.01,293125
NSE:HIRECT,Hind Rectifiers Limited,185.15,186.8,-0.88,17205
NSE:REFEX,Refex Industries Limited,144.85,147.9,-2.06,133412
NSE:SALZERELEC,Salzer Electronics Limited,162.65,165.55,-1.75,34911
NSE:VIKASMCORP,Vikas Multicorp Limited,NaN,NaN,NaN,NaN
NSE:UGARSUGAR,The Ugar Sugar Works Limited,29.45,29,1.55,216286
NSE:AIRAN,Airan Limited,21.5,21.45,0.23,59361
NSE:EIMCOELECO,Eimco Elecon (India) Limited,405.1,395.2,2.51,17600
NSE:BASML,Bannari Amman Spinning Mills Limited,63.65,62.1,2.5,135845
NSE:EIFFL,Euro India Fresh Foods Limited,140.1,138,1.52,2057
NSE:JAYSREETEA,Jayshree Tea & Industries Limited,109.3,110.4,-1,66467
NSE:ASTRON,Astron Paper & Board Mill Limited,56.7,57.15,-0.79,83344
NSE:TRIGYN,Trigyn Technologies Limited,129.7,128.8,0.7,158329
NSE:AKSHARCHEM,AksharChem India Limited,504.65,503.55,0.22,27900
NSE:APOLLO,Apollo Micro Systems Limited,122,120.8,0.99,123798
NSE:KOTHARIPRO,Kothari Products Limited,107.1,106.45,0.61,12120
NSE:MAJESCO,Majesco Limited,91.7,91.45,0.27,194972
NSE:STARPAPER,Star Paper Mills Limited,151.15,150.8,0.23,65557
NSE:SETCO,Setco Automotive Limited,18.5,18.95,-2.37,376066
NSE:ONWARDTEC,Onward Technologies Limited,224.65,220.7,1.79,33467
NSE:GENCON,Generic Engineering Construction and Projects Limited,44.5,44.8,-0.67,22877
NSE:CONSOFINVT,Consolidated Finvest & Holdings Limited,167.7,167.25,0.27,13435
NSE:GULFPETRO,GP Petroleums Limited,54.2,55.05,-1.54,67792
NSE:SHIVATEX,Shiva Texyarn Limited,239.85,219.8,9.12,75241
NSE:GENUSPAPER,Genus Paper & Boards Limited,13,12.4,4.84,503013
NSE:AHLEAST,Asian Hotels (East) Limited,190.95,188.7,1.19,8415
NSE:BIRLACABLE,Birla Cable Limited,96.8,96.6,0.21,65961
NSE:MAZDA,Mazda Limited,668.3,674.9,-0.98,5977
NSE:DTIL,Dhunseri Tea & Industries Limited,283.4,286.8,-1.19,11420
NSE:SHIVAMAUTO,Shivam Autotech Limited,30.15,32.1,-6.07,447598
NSE:GOKUL,Gokul Refoils and Solvent Limited,27.65,27.8,-0.54,34406
NSE:SPECIALITY,Speciality Restaurants Limited,91.6,93.7,-2.24,278232
NSE:CHEMFAB,Chemfab Alkalis Limited,208.5,207.85,0.31,21640
NSE:INSPIRISYS,Inspirisys Solutions Limited,46.8,46.55,0.54,21849
NSE:SHEMAROO,Shemaroo Entertainment Limited,141.75,148.6,-4.61,54833
NSE:SAKAR,Sakar Healthcare Limited,168.15,172.3,-2.41,41325
NSE:RANEENGINE,Rane Engine Valve Limited,296.3,298.1,-0.6,5356
NSE:NAHARINDUS,Nahar Industrial Enterprises Limited,116,113.95,1.8,26632
NSE:NAHARCAP,Nahar Capital and Financial Services Limited,292.75,290.4,0.81,26067
NSE:SIMPLEXINF,Simplex Infrastructures Limited,42.7,44.65,-4.37,79701
NSE:UNIVPHOTO,Universus Photo Imagings Limited,382.5,375.05,1.99,4498
NSE:ROHLTD,Royal Orchid Hotels Limited,95.3,91.8,3.81,64412
NSE:ABAN,Aban Offshore Limited,66.1,65.3,1.23,379536
NSE:BANSWRAS,Banswara Syntex Limited,193.6,195.55,-1,8488
NSE:NILAINFRA,Nila Infrastructures Limited,6.55,6.95,-5.76,774577
NSE:KREBSBIO,Krebs Biochemicals and Industries Limited,169.15,168.25,0.53,37438
NSE:KCPSUGIND,KCP Sugar and Industries Corporation Limited,23.8,23.65,0.63,400867
NSE:RAJTV,Raj Television Network Limited,36.05,36.05,0,11009
NSE:NIRAJ,Niraj Cement Structurals Limited,37.9,38.55,-1.69,31764
NSE:PREMEXPLN,Premier Explosives Limited,264,263.2,0.3,10530
NSE:AGARIND,Agarwal Industrial Corporation Limited,373,368.55,1.21,45566
NSE:DHUNINV,Dhunseri Investments Limited,640,638.45,0.24,1013
NSE:BBTCL,B&B Triplewall Containers Limited,NaN,NaN,NaN,NaN
NSE:ESSARSHPNG,Essar Shipping Limited,11.15,11.15,0,323933
NSE:EMKAY,Emkay Global Financial Services Limited,118.9,117.1,1.54,56035
NSE:DCMNVL,DCM Nouvelle Limited,243.9,234.7,3.92,46943
NSE:MANGALAM,Mangalam Drugs And Organics Limited,142.65,141.35,0.92,25429
NSE:ANDHRACEMT,Andhra Cements Limited,16.4,15.65,4.79,949781
NSE:ISMTLTD,ISMT Limited,36.5,34.8,4.89,454921
NSE:GREENPOWER,Orient Green Power Company Limited,4.9,4.7,4.26,9250799
NSE:ORBTEXP,Orbit Exports Limited,81,79.75,1.57,27540
NSE:BIGBLOC,Bigbloc Construction Limited,142.55,137.9,3.37,27763
NSE:SHREYAS,Shreyas Shipping & Logistics Limited,373.45,391.65,-4.65,120594
NSE:MANAKSTEEL,Manaksia Steels Limited,32.5,31.75,2.36,123957
NSE:DONEAR,Donear Industries Limited,58.85,58.85,0,42012
NSE:CAPTRUST,Capital Trust Limited,93.25,92.2,1.14,5823
NSE:BHARATWIRE,Bharat Wire Ropes Limited,64.75,64.25,0.78,24402
NSE:KOTHARIPET,Kothari Petrochemicals Limited,52.55,52.4,0.29,67416
NSE:3RDROCK,3rd Rock Multimedia Limited,64.6,64.6,0,0
NSE:GOODLUCK,Goodluck India Limited,307.2,305.15,0.67,78963
NSE:TIL,TIL Limited,177.5,181.95,-2.45,5825
NSE:WELINV,Welspun Investments and Commercials Limited,322.75,331.2,-2.55,3548
NSE:BROOKS,Brooks Laboratories Limited,137.3,130.8,4.97,107926
NSE:STEL,Stel Holdings Limited,171.05,172.8,-1.01,22741
NSE:NDL,Nandan Denim Limited,73.5,75.6,-2.78,60360
NSE:PARACABLES,Paramount Communications Limited,13.25,13.5,-1.85,338478
NSE:RUCHIRA,Ruchira Papers Limited,86.95,87.45,-0.57,39849
NSE:AXISCADES,AXISCADES Technologies Limited,90.15,90.75,-0.66,301319
NSE:ASPINWALL,Aspinwall and Company Limited,183.3,183.65,-0.19,6196
NSE:SOUTHWEST,South West Pinnacle Exploration Limited,140.75,148.15,-4.99,54883
NSE:UNITEDTEA,The United Nilgiri Tea Estates Company Limited,408.3,414.2,-1.42,7903
NSE:SMSLIFE,SMS Lifesciences India Limited,837.35,808.65,3.55,14823
NSE:EMMBI,Emmbi Industries Limited,107.45,108.05,-0.56,34567
NSE:RANASUG,Rana Sugars Limited,29.85,28.45,4.92,1656410
NSE:APOLSINHOT,Apollo Sindoori Hotels Limited,866.75,884.55,-2.01,3482
NSE:BSHSL,Bombay Super Hybrid Seeds Limited,297,297.2,-0.07,2107
NSE:ARIHANTSUP,Arihant Superstructures Limited,173.1,168.15,2.94,61176
NSE:IRISDOREME,Iris Clothings Limited,218.55,220.65,-0.95,6310
NSE:DPWIRES,D P Wires Limited,242.4,230.9,4.98,39166
NSE:REVATHI,Revathi Equipment Limited,652.75,668.4,-2.34,2832
NSE:RKEC,RKEC Projects Limited,76.4,76.25,0.2,16785
NSE:PIONDIST,Pioneer Distilleries Limited,180.1,180.6,-0.28,48373
NSE:MAGADSUGAR,Magadh Sugar & Energy Limited,315.8,311.1,1.51,31841
NSE:ELECTHERM,Electrotherm (India) Limited,136.1,141.7,-3.95,163495
NSE:SHREYANIND,Shreyans Industries Limited,129.2,128.55,0.51,15133
NSE:MAWANASUG,Mawana Sugars Limited,92.2,89.2,3.36,126016
NSE:BHAGYANGR,Bhagyanagar India Limited,51.65,49.45,4.45,94262
NSE:HINDMOTORS,Hindustan Motors Limited,17.3,15.75,9.84,2200150
NSE:NITCO,Nitco Limited,24.75,25.5,-2.94,116196
NSE:SUNDRMBRAK,Sundaram Brake Linings Limited,416.05,417.2,-0.28,8768
NSE:GINNIFILA,Ginni Filaments Limited,34.6,34.15,1.32,86274
NSE:OSWALAGRO,Oswal Agro Mills Limited,17.85,17.5,2,130268
NSE:CEBBCO,Commercial Engineers & Body Builders Co Limited,34,33.65,1.04,87140
NSE:BALLARPUR,Ballarpur Industries Limited,1.25,1.2,4.17,8746090
NSE:SUPERHOUSE,Superhouse Limited,182.85,185.55,-1.46,29689
NSE:MBECL,Mcnally Bharat Engineering Company Limited,6.6,6.9,-4.35,128532
NSE:WEALTH,Wealth First Portfolio Managers Limited,251,259,-3.09,3
NSE:MARALOVER,Maral Overseas Limited,82.65,85.75,-3.62,63271
NSE:VIVIMEDLAB,Vivimed Labs Limited,21.25,21.55,-1.39,176728
NSE:DENORA,De Nora India Limited,340,339.15,0.25,12655
NSE:ELGIRUBCO,Elgi Rubber Company Limited,39.75,39.7,0.13,27399
NSE:DANGEE,Dangee Dums Limited,190,191.35,-0.71,1204
NSE:WEBELSOLAR,Websol Energy System Limited,80.45,81.3,-1.05,507025
NSE:AAKASH,Aakash Exploration Services Limited,190.2,200.2,-5,18526
NSE:KAKATCEM,Kakatiya Cement Sugar & Industries Limited,256.2,254.6,0.63,42060
NSE:UMANGDAIRY,Umang Dairies Limited,78.45,79.45,-1.38,27548
NSE:PRECOT,Precot Limited,258.35,253.7,1.83,7302
NSE:CLEDUCATE,CL Educate Limited,105.95,100.95,4.95,25143
NSE:RPPINFRA,R.P.P. Infra Projects Limited,64.4,62.75,2.63,134102
NSE:JHS,JHS Svendgaard Laboratories Limited,26.3,26.65,-1.31,155731
NSE:JOCIL,Jocil Limited,227.45,229.7,-0.98,16398
NSE:PONNIERODE,Ponni Sugars (Erode) Limited,243.95,242.15,0.74,8005
NSE:SIL,Standard Industries Limited,14.8,15,-1.33,17062
NSE:IITL,Industrial Investment Trust Limited,73,74.4,-1.88,1419
NSE:AUTOIND,Autoline Industries Limited,59.45,62.3,-4.57,37158
NSE:KILITCH,Kilitch Drugs (India) Limited,168,167.05,0.57,14296
NSE:INDTERRAIN,Indian Terrain Fashions Limited,47.9,47.9,0,272126
NSE:20MICRONS,20 Microns Limited,63.25,62.35,1.44,158533
NSE:JMTAUTOLTD,JMT Auto Limited,3.15,3.15,0,905544
NSE:SKMEGGPROD,SKM Egg Products Export (India) Limited,84.6,85.2,-0.7,65775
NSE:SEYAIND,Seya Industries Limited,54.7,56.7,-3.53,26652
NSE:MAHASTEEL,Mahamaya Steel Industries Limited,91.6,91.95,-0.38,25235
NSE:LOVABLE,Lovable Lingerie Limited,138.2,134.8,2.52,292766
NSE:JBFIND,JBF Industries Limited,23.9,24.5,-2.45,208281
NSE:CREATIVE,Creative Peripherals and Distribution Limited,305.35,290.85,4.99,9858
NSE:RUCHINFRA,Ruchi Infrastructure Limited,7.05,6.95,1.44,65210
NSE:COMPINFO,Compuage Infocom Limited,26.4,27.1,-2.58,155409
NSE:TPLPLASTEH,TPL Plastech Limited,176.25,172.9,1.94,43310
NSE:IVC,IL&FS Investment Managers Limited,6.3,6,5,516346
NSE:PODDARHOUS,Poddar Housing and Development Limited,206,211.4,-2.55,15096
NSE:AHLADA,Ahlada Engineers Limited,161.5,168.85,-4.35,34279
NSE:RAMASTEEL,Rama Steel Tubes Limited,275.5,279.7,-1.5,72814
NSE:TOUCHWOOD,Touchwood Entertainment Limited,126.35,125.9,0.36,15644
NSE:RHFL,Reliance Home Finance Limited,4.2,4.15,1.2,836875
NSE:VIPCLOTHNG,VIP Clothing Limited,17.3,17.25,0.29,186495
NSE:ASIANHOTNR,Asian Hotels (North) Limited,87.85,89.45,-1.79,14070
NSE:SHYAMCENT,Shyam Century Ferrous Limited,14.3,14.3,0,199284
NSE:MGEL,Mangalam Global Enterprise Limited,68.4,62.55,9.35,614625
NSE:MOLDTECH,Mold-Tek Technologies Limited,78.9,80.2,-1.62,41807
NSE:TCIDEVELOP,TCI Developers Limited,358.8,358.55,0.07,933
NSE:SHRENIK,Shrenik Limited,2.1,1.95,7.69,65492392
NSE:DRCSYSTEMS,DRC Systems India Limited,380,394,-3.55,312
NSE:ALPHAGEO,Alphageo (India) Limited,444.3,432,2.85,182229
NSE:SAKUMA,Sakuma Exports Limited,10.5,10.5,0,281852
NSE:SAKHTISUG,Sakthi Sugars Limited,15.5,15.85,-2.21,376135
NSE:NOIDATOLL,Noida Toll Bridge Company Limited,7.15,7.5,-4.67,766564
NSE:NDRAUTO,Ndr Auto Components Limited,393.1,398.45,-1.34,9619
NSE:SMARTLINK,Smartlink Holdings Limited,115.7,114.45,1.09,20776
NSE:HUBTOWN,Hubtown Limited,38.15,36.35,4.95,52687
NSE:BPL,BPL Limited,137.15,144.35,-4.99,28041
NSE:FCSSOFT,FCS Software Solutions Limited,1.6,1.55,3.23,1172849
NSE:EMAMIREAL,Emami Realty Limited,68.25,69.9,-2.36,79099
NSE:PRIMESECU,Prime Securities Limited,121.85,116.05,5,28731
NSE:UTTAMSTL,Uttam Galva Steels Limited,4.25,4.25,0,1196590
NSE:RAJMET,Rajnandini Metal Limited,145.5,142.3,2.25,6091
NSE:DEEPENR,DEEP ENERGY RESOURCES LIMITED,46.25,46.35,-0.22,25898
NSE:KMSUGAR,K.M.Sugar Mills Limited,27.3,27.35,-0.18,483210
NSE:BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,65.8,67,-1.79,27988
NSE:MINDTECK,Mindteck (India) Limited,102.85,104.1,-1.2,53387
NSE:GRPLTD,GRP Limited,975.3,963.15,1.26,575
NSE:GPTINFRA,GPT Infraprojects Limited,90.25,91.35,-1.2,26472
NSE:DUCON,Ducon Infratechnologies Limited,13.1,12.5,4.8,79749
NSE:PIONEEREMB,Pioneer Embroideries Limited,61.45,61.85,-0.65,54308
NSE:ICEMAKE,Ice Make Refrigeration Limited,71.4,71.55,-0.21,20014
NSE:MAANALU,Maan Aluminium Limited,143,136.2,4.99,32962
NSE:LSIL,Lloyds Steels Industries Limited,4.7,4.5,4.44,13227461
NSE:PRAXIS,Praxis Home Retail Limited,40.6,42.5,-4.47,140634
NSE:MURUDCERA,Murudeshwar Ceramics Limited,28.15,27.65,1.81,82839
NSE:ARIES,Aries Agro Limited,152.8,151.2,1.06,53813
NSE:IVP,IVP Limited,116.5,114,2.19,9830
NSE:KAPSTON,Kapston Facilities Management Limited,83.8,82.6,1.45,519
NSE:ISFT,Intrasoft Technologies Limited,141.65,150.6,-5.94,100074
NSE:TEMBO,Tembo Global Industries Limited,311.8,317.2,-1.7,24593
NSE:TTL,T T Limited,76.8,77.85,-1.35,64579
NSE:RVHL,Ravinder Heights Limited,28.9,26.75,8.04,195731
NSE:SPLIL,SPL Industries Limited,45.8,46.15,-0.76,35688
NSE:MOTOGENFIN,The Motor & General Finance Limited,25.45,25.5,-0.2,4322
NSE:ARROWGREEN,Arrow Greentech Limited,117.65,116.55,0.94,9180
