,Symbol,Company Name,Price,PrevDayClose,ChangeInPercentage,volumn
958,NSE:BLKASHYAP,B. L. Kashyap and Sons Limited,29.55,29.7,-0.51,421261.0
959,NSE:RUSHIL,Rushil Decor Limited,253.0,253.45,-0.18,23163.0
960,NSE:TBZ,Tribhovandas Bhimji Zaveri Limited,92.9,87.8,5.81,1349332.0
962,NSE:HEXATRADEX,Hexa Tradex Limited,170.0,170.8,-0.47,2879.0
963,NSE:JAYAGROGN,Jayant Agro Organics Limited,250.45,254.65,-1.65,33142.0
964,NSE:ADORWELD,Ador Welding Limited,718.0,713.1,0.69,81800.0
965,NSE:PILITA,PIL ITALICA LIFESTYLE LIMITED,7.3,7.4,-1.35,748496.0
966,NSE:MADRASFERT,Madras Fertilizers Limited,31.05,30.9,0.49,125063.0
967,NSE:ORIENTHOT,Oriental Hotels Limited,41.35,39.0,6.03,1134822.0
968,NSE:TCPLPACK,TCPL Packaging Limited,545.0,547.1,-0.38,18551.0
969,NSE:SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,350.55,354.7,-1.17,52988.0
970,NSE:JAIBALAJI,Jai Balaji Industries Limited,55.2,55.0,0.36,55572.0
971,NSE:NRAIL,N R Agarwal Industries Limited,322.6,334.5,-3.56,45080.0
972,NSE:KANORICHEM,Kanoria Chemicals & Industries Limited,195.05,194.6,0.23,18305.0
973,NSE:MAHEPC,Mahindra EPC Irrigation Limited,139.4,138.15,0.9,52907.0
974,NSE:CONTROLPR,Control Print Limited,322.55,325.5,-0.91,24637.0
975,NSE:SPAL,S. P. Apparels Limited,337.15,339.15,-0.59,15912.0
976,NSE:ATULAUTO,Atul Auto Limited,241.75,237.45,1.81,165715.0
977,NSE:HINDCOMPOS,Hindustan Composites Limited,324.6,323.75,0.26,4299.0
978,NSE:SHRIRAMEPC,Shriram EPC Limited,6.8,7.15,-4.9,200179.0
979,NSE:KAYA,Kaya Limited,546.65,550.15,-0.64,46457.0
980,NSE:ROSSELLIND,Rossell India Limited,167.0,170.5,-2.05,117903.0
981,NSE:ZUARI,Zuari Agro Chemicals Limited,124.55,123.75,0.65,91519.0
982,NSE:ASAHISONG,Asahi Songwon Colors Limited,354.95,349.3,1.62,21380.0
983,NSE:IFBAGRO,IFB Agro Industries Limited,688.85,702.05,-1.88,60092.0
984,NSE:SAKSOFT,Saksoft Limited,1052.5,1088.5,-3.31,55537.0
985,NSE:PRECAM,Precision Camshafts Limited,104.75,110.15,-4.9,400430.0
986,NSE:NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,10.8,10.6,1.89,660949.0
987,NSE:NAHARSPING,Nahar Spinning Mills Limited,454.75,433.1,5.0,42453.0
988,NSE:KAMDHENU,Kamdhenu Limited,256.75,246.15,3.41,234110.0
989,NSE:DHANBANK,Dhanlaxmi Bank Limited,16.5,16.7,-1.2,2666116.0
990,NSE:DLINKINDIA,D-Link (India) Limited,148.6,146.1,1.71,225140.0
991,NSE:PARSVNATH,Parsvnath Developers Limited,15.95,16.35,-2.45,607988.0
992,NSE:SCHAND,S Chand And Company Limited,135.0,132.75,1.69,128647.0
993,NSE:PGIL,Pearl Global Industries Limited,310.1,311.15,-0.34,19559.0
994,NSE:AVADHSUGAR,Avadh Sugar & Energy Limited,471.95,464.45,1.61,161248.0
995,NSE:SASTASUNDR,Sastasundar Ventures Limited,390.05,375.95,3.75,220351.0
996,NSE:TI,Tilaknagar Industries Limited,48.4,46.1,4.99,1009934.0
997,NSE:NDTV,New Delhi Television Limited,83.0,82.55,0.55,26500.0
998,NSE:HLVLTD,HLV LIMITED,12.35,12.35,0.0,290534.0
999,NSE:FEL,Future Enterprises Limited,9.3,9.3,0.0,810314.0
1000,NSE:DICIND,DIC India Limited,460.65,460.05,0.13,4545.0
1001,NSE:JASH,Jash Engineering Limited,507.9,490.0,3.65,12593.0
1002,NSE:VIMTALABS,Vimta Labs Limited,306.75,297.95,2.95,90595.0
1003,NSE:HERCULES,Hercules Hoists Limited,147.5,147.8,-0.2,28187.0
1004,NSE:XELPMOC,Xelpmoc Design And Tech Limited,402.0,398.55,0.87,15116.0
1005,NSE:AKASH,Akash Infra-Projects Limited,248.0,235.95,5.11,115707.0
1006,NSE:GALLANTT,Gallantt Metal Limited,79.75,80.45,-0.87,88301.0
1007,NSE:VIPULLTD,Vipul Limited,29.35,30.05,-2.33,19744.0
1008,NSE:REPL,Rudrabhishek Enterprises Limited,231.05,229.4,0.72,23535.0
1009,NSE:SREEL,Sreeleathers Limited,182.2,178.25,2.22,12792.0
1010,NSE:GANDHITUBE,Gandhi Special Tubes Limited,444.4,438.95,1.24,34559.0
1011,NSE:INFOBEAN,InfoBeans Technologies Limited,401.1,417.7,-3.97,18321.0
1012,NSE:UTTAMSUGAR,Uttam Sugar Mills Limited,196.3,190.55,3.02,57230.0
1013,NSE:DVL,Dhunseri Ventures Limited,283.95,284.8,-0.3,17668.0
1014,NSE:MAXIND,Max India Limited,77.8,79.3,-1.89,258125.0
1015,NSE:ARVSMART,Arvind SmartSpaces Limited,197.95,190.25,4.05,70783.0
1016,NSE:ZOTA,Zota Health Care LImited,401.25,403.4,-0.53,30699.0
1017,NSE:VENUSREM,Venus Remedies Limited,486.85,412.6,18.0,496866.0
1018,NSE:VISHNU,Vishnu Chemicals Limited,718.25,730.95,-1.74,11171.0
1019,NSE:ZEELEARN,Zee Learn Limited,14.25,14.35,-0.7,947338.0
1020,NSE:GOKEX,Gokaldas Exports Limited,223.0,221.25,0.79,296419.0
1021,NSE:KDDL,KDDL Limited,520.3,517.9,0.46,44123.0
1022,NSE:CYBERTECH,Cybertech Systems And Software Limited,173.75,174.85,-0.63,112996.0
1023,NSE:URJA,Urja Global Limited,8.05,7.7,4.55,6308355.0
1024,NSE:MANAKSIA,Manaksia Limited,68.5,66.95,2.32,97940.0
1025,NSE:VASCONEQ,Vascon Engineers Limited,27.35,27.7,-1.26,483573.0
1026,NSE:BAFNAPH,Bafna Pharmaceuticals Limited,137.0,132.7,3.24,5154.0
1027,NSE:BIRLATYRE,Birla Tyres Limited,26.3,25.9,1.54,307818.0
1028,NSE:VERTOZ,Vertoz Advertising Limited,103.05,105.35,-2.18,70630.0
1029,NSE:GENESYS,Genesys International Corporation Limited,279.6,293.95,-4.88,60167.0
1030,NSE:HITECHGEAR,The Hi-Tech Gears Limited,258.0,258.1,-0.04,6608.0
1031,NSE:SANGAMIND,Sangam (India) Limited,222.2,211.65,4.98,26805.0
1032,NSE:63MOONS,63 moons technologies limited,102.5,100.5,1.99,91100.0
1033,NSE:VLSFINANCE,VLS Finance Limited,199.5,201.85,-1.16,41881.0
1034,NSE:BGRENERGY,BGR Energy Systems Limited,73.3,69.4,5.62,1130466.0
1035,NSE:AURIONPRO,Aurionpro Solutions Limited,220.0,213.4,3.09,56640.0
1036,NSE:HPL,HPL Electric & Power Limited,71.0,71.05,-0.07,135904.0
1037,NSE:UCALFUEL,Ucal Fuel Systems Limited,158.55,161.55,-1.86,48117.0
1038,NSE:MIRCELECTR,MIRC Electronics Limited,21.4,20.8,2.88,1416208.0
1039,NSE:SWELECTES,Swelect Energy Systems Limited,271.6,280.55,-3.19,54886.0
1040,NSE:PPL,Prakash Pipes Limited,159.85,159.35,0.31,62259.0
1041,NSE:ASHIMASYN,Ashima Limited,19.55,19.55,0.0,56603.0
1042,NSE:ZEEMEDIA,Zee Media Corporation Limited,13.1,13.25,-1.13,1046453.0
1043,NSE:MENONBE,Menon Bearings Limited,83.3,81.1,2.71,156242.0
1044,NSE:GKWLIMITED,GKW Limited,676.55,689.25,-1.84,3267.0
1045,NSE:VARDHACRLC,Vardhman Acrylics Limited,68.5,66.8,2.54,286354.0
1046,NSE:ORIENTBELL,Orient Bell Limited,360.95,354.25,1.89,53697.0
1047,NSE:GSCLCEMENT,Gujarat Sidhee Cement Limited,51.7,51.4,0.58,205639.0
1048,NSE:HCL-INSYS,HCL Infosystems Limited,14.15,13.95,1.43,896103.0
1049,NSE:ARTEMISMED,Artemis Medicare Services Limited,34.1,34.55,-1.3,67166.0
1050,NSE:MEP,MEP Infrastructure Developers Limited,26.25,26.9,-2.42,532535.0
1051,NSE:HINDNATGLS,Hindusthan National Glass & Industries Limited,36.0,35.8,0.56,34177.0
1052,NSE:MARATHON,Marathon Nextgen Realty Limited,97.25,98.45,-1.22,30244.0
1053,NSE:MSPL,MSP Steel & Power Limited,10.0,9.9,1.01,104230.0
1054,NSE:ORICONENT,Oricon Enterprises Limited,28.6,29.3,-2.39,93248.0
1055,NSE:JUBLINDS,Jubilant Industries Limited,523.85,516.6,1.4,38931.0
1056,NSE:CUPID,Cupid Limited,242.0,241.4,0.25,57945.0
1057,NSE:FSC,Future Supply Chain Solutions Limited,84.45,85.25,-0.94,49577.0
1058,NSE:PPAP,PPAP Automotive Limited,256.3,261.2,-1.88,16904.0
1059,NSE:RUBYMILLS,The Ruby Mills Limited,302.75,291.2,3.97,47868.0
1060,NSE:GANESHHOUC,Ganesh Housing Corporation Limited,217.0,223.1,-2.73,106249.0
1061,NSE:NAHARPOLY,Nahar Poly Films Limited,246.95,242.8,1.71,26887.0
1062,NSE:RELCAPITAL,Reliance Capital Limited,21.9,22.05,-0.68,926938.0
1063,NSE:GOKULAGRO,Gokul Agro Resources Limited,43.45,43.0,1.05,181359.0
1064,NSE:NIPPOBATRY,Indo-National Limited,1033.0,1036.0,-0.29,18800.0
1065,NSE:KHADIM,Khadim India Limited,257.7,234.3,9.99,391327.0
1066,NSE:ADVANIHOTR,Advani Hotels & Resorts (India) Limited,83.75,83.35,0.48,33181.0
1067,NSE:AHLWEST,Asian Hotels (West) Limited,277.5,276.55,0.34,630.0
1068,NSE:DPABHUSHAN,D. P. Abhushan Limited,225.95,218.0,3.65,12590.0
1069,NSE:JINDRILL,Jindal Drilling And Industries Limited,155.35,150.85,2.98,126841.0
1070,NSE:BCLIND,Bcl Industries Limited,247.9,255.75,-3.07,52174.0
1071,NSE:THEMISMED,Themis Medicare Limited,982.0,988.9,-0.7,3831.0
1072,NSE:GUJAPOLLO,Gujarat Apollo Industries Limited,212.9,212.95,-0.02,3629.0
1073,NSE:HARRMALAYA,Harrisons Malayalam Limited,185.45,187.55,-1.12,85452.0
1074,NSE:PTL,PTL Enterprises Limited,51.35,49.85,3.01,284774.0
1075,NSE:CHEMBOND,Chembond Chemicals Ltd,248.3,250.8,-1.0,26836.0
1076,NSE:PROZONINTU,Prozone Intu Properties Limited,29.35,30.2,-2.81,381787.0
1077,NSE:SREINFRA,SREI Infrastructure Finance Limited,5.6,5.85,-4.27,11665930.0
1078,NSE:GOACARBON,Goa Carbon Limited,415.0,389.1,6.66,77751.0
1079,NSE:TALBROAUTO,Talbros Automotive Components Limited,288.0,289.0,-0.35,32157.0
1080,NSE:ORIENTABRA,Orient Abrasives Limited,30.0,29.95,0.17,129960.0
1081,NSE:INVENTURE,Inventure Growth & Securities Limited,2.65,2.55,3.92,2055866.0
1082,NSE:RAMANEWS,Shree Rama Newsprint Limited,20.4,20.9,-2.39,97930.0
1083,NSE:MCL,Madhav Copper Limited,38.25,38.15,0.26,95423.0
1084,NSE:LASA,Lasa Supergenerics Limited,68.0,73.4,-7.36,638595.0
1085,NSE:CREST,Crest Ventures Limited,124.85,123.15,1.38,6063.0
1086,NSE:BRNL,Bharat Road Network Limited,30.15,29.95,0.67,65942.0
1087,NSE:EROSMEDIA,Eros International Media Limited,21.35,21.35,0.0,348724.0
1088,NSE:MODIRUBBER,Modi Rubber Limited,87.45,87.85,-0.46,4909.0
1089,NSE:WALCHANNAG,Walchandnagar Industries Limited,55.1,54.05,1.94,412402.0
1090,NSE:TVSELECT,TVS Electronics Limited,173.2,169.5,2.18,128786.0
1091,NSE:CAREERP,Career Point Limited,156.25,156.15,0.06,28847.0
1092,NSE:ZUARIGLOB,Zuari Global Limited,136.6,136.9,-0.22,39999.0
1093,NSE:SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,199.3,202.4,-1.53,97205.0
1094,NSE:KRISHANA,Krishana Phoschem Limited,181.0,185.2,-2.27,13079.0
1095,NSE:AYMSYNTEX,AYM Syntex Limited,110.0,108.65,1.24,38318.0
1096,NSE:PENIND,Pennar Industries Limited,31.4,29.8,5.37,1398623.0
1097,NSE:BIRLAMONEY,Aditya Birla Money Limited,66.05,66.1,-0.08,92749.0
1098,NSE:PDMJEPAPER,Pudumjee Paper Products Limited,42.9,43.3,-0.92,202265.0
1099,NSE:KOTARISUG,Kothari Sugars And Chemicals Limited,35.35,35.2,0.43,340772.0
1100,NSE:ALANKIT,Alankit Limited,17.75,17.45,1.72,1875191.0
1101,NSE:PENINLAND,Peninsula Land Limited,12.05,12.1,-0.41,204113.0
1102,NSE:GIRRESORTS,GIR Natureview Resorts Limited,119.95,119.95,0.0,0.0
1103,NSE:HDIL,Housing Development and Infrastructure Limited,5.6,5.35,4.67,677543.0
1104,NSE:LINCPEN,Linc Pen & Plastics Limited,244.0,247.15,-1.27,17310.0
1105,NSE:JPINFRATEC,Jaypee Infratech Limited,2.2,2.3,-4.35,7334868.0
1106,NSE:VETO,Veto Switchgears And Cables Limited,116.2,117.65,-1.23,122655.0
1107,NSE:MAHESHWARI,Maheshwari Logistics Limited,106.7,104.65,1.96,102072.0
1108,NSE:ADSL,Allied Digital Services Limited,88.3,89.8,-1.67,269539.0
1109,NSE:RNAVAL,Reliance Naval and Engineering Limited,3.1,3.15,-1.59,1405738.0
1110,NSE:TRIL,Transformers And Rectifiers (India) Limited,30.7,30.05,2.16,314759.0
1111,NSE:OMINFRAL,OM INFRA LIMITED,33.75,32.85,2.74,210600.0
1112,NSE:LIBERTSHOE,Liberty Shoes Limited,180.2,179.9,0.17,255489.0
1113,NSE:MMP,MMP Industries Limited,150.55,149.7,0.57,14085.0
1114,NSE:MBAPL,Madhya Bharat Agro Products Limited,187.45,186.3,0.62,8426.0
1115,NSE:ALBERTDAVD,Albert David Limited,631.75,617.55,2.3,222658.0
1116,NSE:BRFL,Bombay Rayon Fashions Limited,7.2,7.2,0.0,401737.0
1117,NSE:VINYLINDIA,Vinyl Chemicals (India) Limited,292.0,295.9,-1.32,68165.0
1118,NSE:PITTIENG,Pitti Engineering Limited,178.8,186.15,-3.95,159197.0
1119,NSE:KHAICHEM,Khaitan Chemicals & Fertilizers Limited,67.0,67.75,-1.11,74244.0
1120,NSE:HITECHCORP,Hitech Corporation Limited,232.45,231.75,0.3,3214.0
1121,NSE:GEECEE,GeeCee Ventures Limited,156.0,158.95,-1.86,15812.0
1122,NSE:SDBL,Som Distilleries & Breweries Limited,45.4,46.55,-2.47,320574.0
1123,NSE:SPTL,Sintex Plastics Technology Limited,5.75,5.5,4.55,8303434.0
1124,NSE:JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,162.9,151.0,7.88,472072.0
1125,NSE:ZODIACLOTH,Zodiac Clothing Company Limited,118.55,118.2,0.3,31331.0
1126,NSE:MBLINFRA,MBL Infrastructures Limited,21.9,22.05,-0.68,77959.0
1127,NSE:BIL,Bhartiya International Limited,226.35,224.7,0.73,2094.0
1128,NSE:KANPRPLA,Kanpur Plastipack Limited,170.9,163.85,4.3,40750.0
1129,NSE:SILINV,SIL Investments Limited,334.0,334.25,-0.07,7892.0
1130,NSE:WANBURY,Wanbury Limited,80.75,82.3,-1.88,29454.0
1131,NSE:SINTERCOM,Sintercom India Limited,87.0,86.05,1.1,7554.0
1132,NSE:SELAN,Selan Exploration Technology Limited,162.95,161.1,1.15,113868.0
1133,NSE:SARLAPOLY,Sarla Performance Fibers Limited,56.35,55.6,1.35,267520.0
1134,NSE:SINTEX,Sintex Industries Limited,4.55,4.35,4.6,3055851.0
1135,NSE:PODDARMENT,Poddar Pigments Limited,360.7,356.75,1.11,7584.0
1136,NSE:MCLEODRUSS,Mcleod Russel India Limited,29.3,29.6,-1.01,618263.0
1137,NSE:WINDMACHIN,Windsor Machines Limited,32.3,33.05,-2.27,62669.0
1138,NSE:UFO,UFO Moviez India Limited,104.7,103.65,1.01,293125.0
1139,NSE:HIRECT,Hind Rectifiers Limited,185.15,186.8,-0.88,17205.0
1140,NSE:REFEX,Refex Industries Limited,144.85,147.9,-2.06,133412.0
1141,NSE:SALZERELEC,Salzer Electronics Limited,162.65,165.55,-1.75,34911.0
1143,NSE:UGARSUGAR,The Ugar Sugar Works Limited,29.45,29.0,1.55,216286.0
1144,NSE:AIRAN,Airan Limited,21.5,21.45,0.23,59361.0
1145,NSE:EIMCOELECO,Eimco Elecon (India) Limited,405.1,395.2,2.51,17600.0
1146,NSE:BASML,Bannari Amman Spinning Mills Limited,63.65,62.1,2.5,135845.0
1147,NSE:EIFFL,Euro India Fresh Foods Limited,140.1,138.0,1.52,2057.0
1148,NSE:JAYSREETEA,Jayshree Tea & Industries Limited,109.3,110.4,-1.0,66467.0
1149,NSE:ASTRON,Astron Paper & Board Mill Limited,56.7,57.15,-0.79,83344.0
1150,NSE:TRIGYN,Trigyn Technologies Limited,129.7,128.8,0.7,158329.0
1151,NSE:AKSHARCHEM,AksharChem India Limited,504.65,503.55,0.22,27900.0
1152,NSE:APOLLO,Apollo Micro Systems Limited,122.0,120.8,0.99,123798.0
1153,NSE:KOTHARIPRO,Kothari Products Limited,107.1,106.45,0.61,12120.0
1154,NSE:MAJESCO,Majesco Limited,91.7,91.45,0.27,194972.0
1155,NSE:STARPAPER,Star Paper Mills Limited,151.15,150.8,0.23,65557.0
1156,NSE:SETCO,Setco Automotive Limited,18.5,18.95,-2.37,376066.0
1157,NSE:ONWARDTEC,Onward Technologies Limited,224.65,220.7,1.79,33467.0
1158,NSE:GENCON,Generic Engineering Construction and Projects Limited,44.5,44.8,-0.67,22877.0
1159,NSE:CONSOFINVT,Consolidated Finvest & Holdings Limited,167.7,167.25,0.27,13435.0
1160,NSE:GULFPETRO,GP Petroleums Limited,54.2,55.05,-1.54,67792.0
1161,NSE:SHIVATEX,Shiva Texyarn Limited,239.85,219.8,9.12,75241.0
1162,NSE:GENUSPAPER,Genus Paper & Boards Limited,13.0,12.4,4.84,503013.0
1163,NSE:AHLEAST,Asian Hotels (East) Limited,190.95,188.7,1.19,8415.0
1164,NSE:BIRLACABLE,Birla Cable Limited,96.8,96.6,0.21,65961.0
1165,NSE:MAZDA,Mazda Limited,668.3,674.9,-0.98,5977.0
1166,NSE:DTIL,Dhunseri Tea & Industries Limited,283.4,286.8,-1.19,11420.0
1167,NSE:SHIVAMAUTO,Shivam Autotech Limited,30.15,32.1,-6.07,447598.0
1168,NSE:GOKUL,Gokul Refoils and Solvent Limited,27.65,27.8,-0.54,34406.0
1169,NSE:SPECIALITY,Speciality Restaurants Limited,91.6,93.7,-2.24,278232.0
1170,NSE:CHEMFAB,Chemfab Alkalis Limited,208.5,207.85,0.31,21640.0
1171,NSE:INSPIRISYS,Inspirisys Solutions Limited,46.8,46.55,0.54,21849.0
1172,NSE:SHEMAROO,Shemaroo Entertainment Limited,141.75,148.6,-4.61,54833.0
1173,NSE:SAKAR,Sakar Healthcare Limited,168.15,172.3,-2.41,41325.0
1174,NSE:RANEENGINE,Rane Engine Valve Limited,296.3,298.1,-0.6,5356.0
1175,NSE:NAHARINDUS,Nahar Industrial Enterprises Limited,116.0,113.95,1.8,26632.0
1176,NSE:NAHARCAP,Nahar Capital and Financial Services Limited,292.75,290.4,0.81,26067.0
1177,NSE:SIMPLEXINF,Simplex Infrastructures Limited,42.7,44.65,-4.37,79701.0
1178,NSE:UNIVPHOTO,Universus Photo Imagings Limited,382.5,375.05,1.99,4498.0
1179,NSE:ROHLTD,Royal Orchid Hotels Limited,95.3,91.8,3.81,64412.0
1180,NSE:ABAN,Aban Offshore Limited,66.1,65.3,1.23,379536.0
1181,NSE:BANSWRAS,Banswara Syntex Limited,193.6,195.55,-1.0,8488.0
1182,NSE:NILAINFRA,Nila Infrastructures Limited,6.55,6.95,-5.76,774577.0
1183,NSE:KREBSBIO,Krebs Biochemicals and Industries Limited,169.15,168.25,0.53,37438.0
1184,NSE:KCPSUGIND,KCP Sugar and Industries Corporation Limited,23.8,23.65,0.63,400867.0
1185,NSE:RAJTV,Raj Television Network Limited,36.05,36.05,0.0,11009.0
1186,NSE:NIRAJ,Niraj Cement Structurals Limited,37.9,38.55,-1.69,31764.0
1187,NSE:PREMEXPLN,Premier Explosives Limited,264.0,263.2,0.3,10530.0
1188,NSE:AGARIND,Agarwal Industrial Corporation Limited,373.0,368.55,1.21,45566.0
1189,NSE:DHUNINV,Dhunseri Investments Limited,640.0,638.45,0.24,1013.0
1191,NSE:ESSARSHPNG,Essar Shipping Limited,11.15,11.15,0.0,323933.0
1192,NSE:EMKAY,Emkay Global Financial Services Limited,118.9,117.1,1.54,56035.0
1193,NSE:DCMNVL,DCM Nouvelle Limited,243.9,234.7,3.92,46943.0
1194,NSE:MANGALAM,Mangalam Drugs And Organics Limited,142.65,141.35,0.92,25429.0
1195,NSE:ANDHRACEMT,Andhra Cements Limited,16.4,15.65,4.79,949781.0
1196,NSE:ISMTLTD,ISMT Limited,36.5,34.8,4.89,454921.0
1197,NSE:GREENPOWER,Orient Green Power Company Limited,4.9,4.7,4.26,9250799.0
1198,NSE:ORBTEXP,Orbit Exports Limited,81.0,79.75,1.57,27540.0
1199,NSE:BIGBLOC,Bigbloc Construction Limited,142.55,137.9,3.37,27763.0
1200,NSE:SHREYAS,Shreyas Shipping & Logistics Limited,373.45,391.65,-4.65,120594.0
1201,NSE:MANAKSTEEL,Manaksia Steels Limited,32.5,31.75,2.36,123957.0
1202,NSE:DONEAR,Donear Industries Limited,58.85,58.85,0.0,42012.0
1203,NSE:CAPTRUST,Capital Trust Limited,93.25,92.2,1.14,5823.0
1204,NSE:BHARATWIRE,Bharat Wire Ropes Limited,64.75,64.25,0.78,24402.0
1205,NSE:KOTHARIPET,Kothari Petrochemicals Limited,52.55,52.4,0.29,67416.0
1206,NSE:3RDROCK,3rd Rock Multimedia Limited,64.6,64.6,0.0,0.0
1207,NSE:GOODLUCK,Goodluck India Limited,307.2,305.15,0.67,78963.0
1208,NSE:TIL,TIL Limited,177.5,181.95,-2.45,5825.0
1209,NSE:WELINV,Welspun Investments and Commercials Limited,322.75,331.2,-2.55,3548.0
1210,NSE:BROOKS,Brooks Laboratories Limited,137.3,130.8,4.97,107926.0
1211,NSE:STEL,Stel Holdings Limited,171.05,172.8,-1.01,22741.0
1212,NSE:NDL,Nandan Denim Limited,73.5,75.6,-2.78,60360.0
1213,NSE:PARACABLES,Paramount Communications Limited,13.25,13.5,-1.85,338478.0
1214,NSE:RUCHIRA,Ruchira Papers Limited,86.95,87.45,-0.57,39849.0
1215,NSE:AXISCADES,AXISCADES Technologies Limited,90.15,90.75,-0.66,301319.0
1216,NSE:ASPINWALL,Aspinwall and Company Limited,183.3,183.65,-0.19,6196.0
1217,NSE:SOUTHWEST,South West Pinnacle Exploration Limited,140.75,148.15,-4.99,54883.0
1218,NSE:UNITEDTEA,The United Nilgiri Tea Estates Company Limited,408.3,414.2,-1.42,7903.0
1219,NSE:SMSLIFE,SMS Lifesciences India Limited,837.35,808.65,3.55,14823.0
1220,NSE:EMMBI,Emmbi Industries Limited,107.45,108.05,-0.56,34567.0
1221,NSE:RANASUG,Rana Sugars Limited,29.85,28.45,4.92,1656410.0
1222,NSE:APOLSINHOT,Apollo Sindoori Hotels Limited,866.75,884.55,-2.01,3482.0
1223,NSE:BSHSL,Bombay Super Hybrid Seeds Limited,297.0,297.2,-0.07,2107.0
1224,NSE:ARIHANTSUP,Arihant Superstructures Limited,173.1,168.15,2.94,61176.0
1225,NSE:IRISDOREME,Iris Clothings Limited,218.55,220.65,-0.95,6310.0
1226,NSE:DPWIRES,D P Wires Limited,242.4,230.9,4.98,39166.0
1227,NSE:REVATHI,Revathi Equipment Limited,652.75,668.4,-2.34,2832.0
1228,NSE:RKEC,RKEC Projects Limited,76.4,76.25,0.2,16785.0
1229,NSE:PIONDIST,Pioneer Distilleries Limited,180.1,180.6,-0.28,48373.0
1230,NSE:MAGADSUGAR,Magadh Sugar & Energy Limited,315.8,311.1,1.51,31841.0
1231,NSE:ELECTHERM,Electrotherm (India) Limited,136.1,141.7,-3.95,163495.0
1232,NSE:SHREYANIND,Shreyans Industries Limited,129.2,128.55,0.51,15133.0
1233,NSE:MAWANASUG,Mawana Sugars Limited,92.2,89.2,3.36,126016.0
1234,NSE:BHAGYANGR,Bhagyanagar India Limited,51.65,49.45,4.45,94262.0
1235,NSE:HINDMOTORS,Hindustan Motors Limited,17.3,15.75,9.84,2200150.0
1236,NSE:NITCO,Nitco Limited,24.75,25.5,-2.94,116196.0
1237,NSE:SUNDRMBRAK,Sundaram Brake Linings Limited,416.05,417.2,-0.28,8768.0
1238,NSE:GINNIFILA,Ginni Filaments Limited,34.6,34.15,1.32,86274.0
1239,NSE:OSWALAGRO,Oswal Agro Mills Limited,17.85,17.5,2.0,130268.0
1240,NSE:CEBBCO,Commercial Engineers & Body Builders Co Limited,34.0,33.65,1.04,87140.0
1241,NSE:BALLARPUR,Ballarpur Industries Limited,1.25,1.2,4.17,8746090.0
1242,NSE:SUPERHOUSE,Superhouse Limited,182.85,185.55,-1.46,29689.0
1243,NSE:MBECL,Mcnally Bharat Engineering Company Limited,6.6,6.9,-4.35,128532.0
1244,NSE:WEALTH,Wealth First Portfolio Managers Limited,251.0,259.0,-3.09,3.0
1245,NSE:MARALOVER,Maral Overseas Limited,82.65,85.75,-3.62,63271.0
1246,NSE:VIVIMEDLAB,Vivimed Labs Limited,21.25,21.55,-1.39,176728.0
1247,NSE:DENORA,De Nora India Limited,340.0,339.15,0.25,12655.0
1248,NSE:ELGIRUBCO,Elgi Rubber Company Limited,39.75,39.7,0.13,27399.0
1249,NSE:DANGEE,Dangee Dums Limited,190.0,191.35,-0.71,1204.0
1250,NSE:WEBELSOLAR,Websol Energy System Limited,80.45,81.3,-1.05,507025.0
1251,NSE:AAKASH,Aakash Exploration Services Limited,190.2,200.2,-5.0,18526.0
1252,NSE:KAKATCEM,Kakatiya Cement Sugar & Industries Limited,256.2,254.6,0.63,42060.0
1253,NSE:UMANGDAIRY,Umang Dairies Limited,78.45,79.45,-1.38,27548.0
1254,NSE:PRECOT,Precot Limited,258.35,253.7,1.83,7302.0
1255,NSE:CLEDUCATE,CL Educate Limited,105.95,100.95,4.95,25143.0
1256,NSE:RPPINFRA,R.P.P. Infra Projects Limited,64.4,62.75,2.63,134102.0
1257,NSE:JHS,JHS Svendgaard Laboratories Limited,26.3,26.65,-1.31,155731.0
1258,NSE:JOCIL,Jocil Limited,227.45,229.7,-0.98,16398.0
1259,NSE:PONNIERODE,Ponni Sugars (Erode) Limited,243.95,242.15,0.74,8005.0
1260,NSE:SIL,Standard Industries Limited,14.8,15.0,-1.33,17062.0
1261,NSE:IITL,Industrial Investment Trust Limited,73.0,74.4,-1.88,1419.0
1262,NSE:AUTOIND,Autoline Industries Limited,59.45,62.3,-4.57,37158.0
1263,NSE:KILITCH,Kilitch Drugs (India) Limited,168.0,167.05,0.57,14296.0
1264,NSE:INDTERRAIN,Indian Terrain Fashions Limited,47.9,47.9,0.0,272126.0
1265,NSE:20MICRONS,20 Microns Limited,63.25,62.35,1.44,158533.0
1266,NSE:JMTAUTOLTD,JMT Auto Limited,3.15,3.15,0.0,905544.0
1267,NSE:SKMEGGPROD,SKM Egg Products Export (India) Limited,84.6,85.2,-0.7,65775.0
1268,NSE:SEYAIND,Seya Industries Limited,54.7,56.7,-3.53,26652.0
1269,NSE:MAHASTEEL,Mahamaya Steel Industries Limited,91.6,91.95,-0.38,25235.0
1270,NSE:LOVABLE,Lovable Lingerie Limited,138.2,134.8,2.52,292766.0
1271,NSE:JBFIND,JBF Industries Limited,23.9,24.5,-2.45,208281.0
